horizon,p50_coverage_mean,p90_coverage_mean,interval_width_mean
1,0.5070943245403677,0.9044264588329337,7.606801306679397
5,0.5195813301282052,0.858573717948718,9.672216365493671
10,0.5129093831625476,0.8528732167972675,10.067649842159843
