run_id,scope,entity,selection_role,split,model_name,horizon,n_predictions,mae,rmse,mape,p50_pinball,p90_raw_pinball,p90_calibrated_pinball,p50_coverage,p90_raw_coverage,p90_calibrated_coverage,raw_interval_width,calibrated_interval_width,raw_crossing_count,raw_crossing_rate,calibrated_crossing_count,calibrated_crossing_rate,calibration_margin,status
full_ua_mstcn_pilot_20260428,aggregate,aggregate_cluster,aggregate_full,validation,full_ua_mstcn_pilot,1,1612,2.342818021774292,3.0626797676086426,0.06331434100866318,1.171409010887146,0.6150341629981995,0.6150341629981995,0.5341191066997518,0.9305210918114144,0.9305210918114144,4.672878265380859,4.672878265380859,0,0.0,0,0.0,0.0,pass
full_ua_mstcn_pilot_20260428,aggregate,aggregate_cluster,aggregate_full,validation,full_ua_mstcn_pilot,5,1612,3.753748655319214,4.931756496429443,0.09960958361625671,1.876874327659607,0.9596854448318481,0.9596477150917053,0.49255583126550867,0.8988833746898263,0.8995037220843672,6.718523025512695,6.784085273742676,0,0.0,0,0.0,0.06556197255849838,pass
full_ua_mstcn_pilot_20260428,aggregate,aggregate_cluster,aggregate_full,validation,full_ua_mstcn_pilot,10,1612,4.047930717468262,5.341573238372803,0.1083390861749649,2.023965358734131,1.054512858390808,1.054512858390808,0.500620347394541,0.9050868486352357,0.9050868486352357,7.575293064117432,7.575293064117432,0,0.0,0,0.0,0.0,pass
full_ua_mstcn_pilot_20260428,aggregate,aggregate_cluster,aggregate_full,test,full_ua_mstcn_pilot,1,1613,2.528456449508667,3.3943026065826416,0.06227809563279152,1.2642282247543335,0.6671951413154602,0.6671951413154602,0.49597024178549287,0.91692498450093,0.91692498450093,4.713166236877441,4.713166236877441,0,0.0,0,0.0,0.0,pass
full_ua_mstcn_pilot_20260428,aggregate,aggregate_cluster,aggregate_full,test,full_ua_mstcn_pilot,5,1613,4.121917247772217,5.514719486236572,0.09983233362436295,2.0609586238861084,1.1164640188217163,1.113647222518921,0.476751394916305,0.856788592684439,0.8580285182889027,6.731979846954346,6.797543525695801,0,0.0,0,0.0,0.06556197255849838,pass
full_ua_mstcn_pilot_20260428,aggregate,aggregate_cluster,aggregate_full,test,full_ua_mstcn_pilot,10,1613,4.550644874572754,5.9912800788879395,0.11058995127677917,2.275322437286377,1.1409133672714233,1.1409133672714233,0.43645381277123374,0.8691878487290763,0.8691878487290763,7.921567916870117,7.921567916870117,0,0.0,0,0.0,0.0,pass
full_ua_mstcn_pilot_20260428,service_pilot,app_2557,pilot_low_load_low_burst,validation,full_ua_mstcn_pilot,1,1660,5.286117076873779,13.057947158813477,0.02630138210952282,2.6430585384368896,1.762242078781128,1.762242078781128,0.4819277108433735,0.9367469879518072,0.9367469879518072,9.800371170043945,9.800371170043945,0,0.0,0,0.0,0.0,pass
full_ua_mstcn_pilot_20260428,service_pilot,app_2557,pilot_low_load_low_burst,validation,full_ua_mstcn_pilot,5,1660,6.90643835067749,15.943772315979004,0.034613460302352905,3.453219175338745,2.3825345039367676,2.3811161518096924,0.43795180722891563,0.8933734939759036,0.9,11.638872146606445,12.076921463012695,0,0.0,0,0.0,0.4380491077899933,pass
full_ua_mstcn_pilot_20260428,service_pilot,app_2557,pilot_low_load_low_burst,validation,full_ua_mstcn_pilot,10,1660,8.233062744140625,17.87159538269043,0.04165511578321457,4.1165313720703125,2.8968279361724854,2.868403434753418,0.4493975903614458,0.8680722891566265,0.9,12.2175874710083,14.125487327575684,0,0.0,0,0.0,1.9079034328460693,pass
full_ua_mstcn_pilot_20260428,service_pilot,app_2557,pilot_low_load_low_burst,test,full_ua_mstcn_pilot,1,1659,5.398509502410889,7.434037208557129,0.022743646055459976,2.6992547512054443,1.6771656274795532,1.6771656274795532,0.4460518384569018,0.974080771549126,0.974080771549126,16.20421600341797,16.20421600341797,0,0.0,0,0.0,0.0,pass
