run_id,scope,model_name,entity_count,entities,train_windows,validation_windows,hidden_width,dilations,batch_size,max_epochs,epochs_completed,train_runtime_seconds,total_runtime_seconds,mean_epoch_seconds,first_train_loss,last_train_loss,first_valid_loss,best_valid_loss,last_valid_loss,peak_cuda_memory_bytes,process_memory_rss_bytes
full_ua_mstcn_pilot_20260428,aggregate,full_ua_mstcn_pilot,1,aggregate_cluster,7776,1612,64,1;2;4;8;16,512,15,10,2.7601113000127953,4.79136770000332,0.2760111300012795,0.19753629621118307,0.1351904608309269,0.15499724447727203,0.13284797966480255,0.13344445824623108,451079168,1341689856
full_ua_mstcn_pilot_20260428,service_pilot,full_ua_mstcn_pilot,5,app_2557;app_7264;app_1675;app_3665;app_521,39970,8300,64,1;2;4;8;16,512,15,11,13.862549299999955,21.94368840000243,1.2602317545454504,0.12009063796906531,0.07357692454434649,0.10140036046504974,0.08407612890005112,0.08566172420978546,1205614592,1491877888
