run_id,scope,entity,selection_role,row_count,selection_rule,normalization_source,prefix_rows,train_split_end,train_valid_split_end,load_mean_prefix,burst_cv_prefix,peak_to_mean_prefix,request_cores_source,request_cores_used,request_fallback_used
full_ua_mstcn_broad_20260428,service_broad,app_4220,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,1180.08154296875,0.5024341940879822,2.6718831062316895,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_4265,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,391.3794860839844,0.20546603202819824,1.66365385055542,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_4353,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,145.44464111328125,0.2798070013523102,2.0176291465759277,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_4371,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,260.5863342285156,0.39628279209136963,2.1414272785186768,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_442,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,2083.158935546875,0.3054061233997345,2.0356009006500244,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_4456,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,1524.211669921875,0.37948063015937805,1.9750844240188599,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_4474,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,301.2702331542969,0.418132483959198,2.6429429054260254,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_4483,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,222.77308654785156,0.48761552572250366,1.8708722591400146,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_459,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,86.57231903076172,0.3588111698627472,2.11614990234375,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_460,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,52.62493133544922,0.2513226866722107,3.622617483139038,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_4619,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,99.9452896118164,0.38686105608940125,2.0799379348754883,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_4650,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,945.9196166992188,0.4312732219696045,1.9776732921600342,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_4799,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,190.09738159179688,0.4927107095718384,4.697802543640137,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_4812,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,318.23486328125,0.25393497943878174,1.5212035179138184,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_4832,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,574.0066528320312,0.3549692630767822,6.598703861236572,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_484,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,120.21841430664062,0.24470750987529755,2.064908266067505,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_498,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,318.43212890625,0.3873150646686554,2.0902411937713623,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_5029,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,718.3057250976562,0.39692485332489014,1.7964495420455933,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_5035,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,358.5067443847656,0.3451460301876068,1.8357255458831787,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_5102,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,161.50439453125,0.3797825872898102,2.9531497955322266,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_512,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,496.450927734375,0.38179752230644226,2.1567084789276123,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_5159,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,201.90072631835938,0.3865778148174286,3.967494249343872,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_521,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,329.1580505371094,0.39051419496536255,1.8084322214126587,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_5420,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,191.8013153076172,0.2578186094760895,2.5411713123321533,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_5428,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,395.101318359375,0.2300664186477661,1.4104737043380737,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_5546,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,261.3177185058594,0.36204710602760315,2.2030653953552246,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_559,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,392.5716552734375,0.3276989758014679,1.718004822731018,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_56,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,248.98861694335938,0.3566323518753052,1.9598486423492432,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_565,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,561.406494140625,0.390014111995697,1.9710496664047241,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_5652,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,306.1335144042969,0.2490684688091278,1.8825773000717163,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_5657,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,1298.45849609375,0.4787534475326538,2.3389580249786377,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_5729,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,133.0696563720703,0.4818165600299835,3.371016263961792,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_5732,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,1739.037841796875,0.3745621144771576,1.897739052772522,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_5805,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,325.1703796386719,0.5060594081878662,3.2866461277008057,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_582,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,414.9913635253906,0.2812700867652893,1.8344478607177734,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_5877,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,343.2688293457031,0.3388669490814209,1.7718279361724854,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_5884,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,59.11284637451172,0.3767254650592804,2.2837674617767334,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_5895,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,798.4998168945312,0.344441294670105,2.0886833667755127,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_5936,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,418.27850341796875,0.2685980796813965,2.3278748989105225,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_6026,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,363.71392822265625,0.4088142216205597,1.661690592765808,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_6034,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,176.79490661621094,0.3281811475753784,2.225327968597412,median_container_request_cores,4.0,False
