run_id,scope,entity,selection_role,horizon,calibration_split,calibration_quantile,p90_additive_margin
full_ua_mstcn_broad_20260428,service_broad,app_4799,broad_service,5,validation,0.9,1.3923556804656982
full_ua_mstcn_broad_20260428,service_broad,app_4799,broad_service,10,validation,0.9,2.4854140281677246
full_ua_mstcn_broad_20260428,service_broad,app_4812,broad_service,1,validation,0.9,1.220158576965332
full_ua_mstcn_broad_20260428,service_broad,app_4812,broad_service,5,validation,0.9,3.9830195903778076
full_ua_mstcn_broad_20260428,service_broad,app_4812,broad_service,10,validation,0.9,4.292479038238525
full_ua_mstcn_broad_20260428,service_broad,app_4832,broad_service,1,validation,0.9,0.18536148965358734
full_ua_mstcn_broad_20260428,service_broad,app_4832,broad_service,5,validation,0.9,3.744763135910034
full_ua_mstcn_broad_20260428,service_broad,app_4832,broad_service,10,validation,0.9,6.2955732345581055
full_ua_mstcn_broad_20260428,service_broad,app_484,broad_service,1,validation,0.9,0.19780270755290985
full_ua_mstcn_broad_20260428,service_broad,app_484,broad_service,5,validation,0.9,0.8332974910736084
full_ua_mstcn_broad_20260428,service_broad,app_484,broad_service,10,validation,0.9,1.3795075416564941
full_ua_mstcn_broad_20260428,service_broad,app_498,broad_service,1,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_498,broad_service,5,validation,0.9,0.11755820363759995
full_ua_mstcn_broad_20260428,service_broad,app_498,broad_service,10,validation,0.9,1.2102141380310059
full_ua_mstcn_broad_20260428,service_broad,app_5029,broad_service,1,validation,0.9,2.39695143699646
full_ua_mstcn_broad_20260428,service_broad,app_5029,broad_service,5,validation,0.9,6.244516849517822
full_ua_mstcn_broad_20260428,service_broad,app_5029,broad_service,10,validation,0.9,9.77485179901123
full_ua_mstcn_broad_20260428,service_broad,app_5035,broad_service,1,validation,0.9,0.4429205656051636
full_ua_mstcn_broad_20260428,service_broad,app_5035,broad_service,5,validation,0.9,2.3520612716674805
full_ua_mstcn_broad_20260428,service_broad,app_5035,broad_service,10,validation,0.9,1.6599818468093872
full_ua_mstcn_broad_20260428,service_broad,app_5102,broad_service,1,validation,0.9,0.18524445593357086
full_ua_mstcn_broad_20260428,service_broad,app_5102,broad_service,5,validation,0.9,3.0994443893432617
full_ua_mstcn_broad_20260428,service_broad,app_5102,broad_service,10,validation,0.9,7.047571659088135
full_ua_mstcn_broad_20260428,service_broad,app_512,broad_service,1,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_512,broad_service,5,validation,0.9,0.8369727730751038
full_ua_mstcn_broad_20260428,service_broad,app_512,broad_service,10,validation,0.9,5.312711238861084
full_ua_mstcn_broad_20260428,service_broad,app_5159,broad_service,1,validation,0.9,0.9262707829475403
full_ua_mstcn_broad_20260428,service_broad,app_5159,broad_service,5,validation,0.9,1.3697162866592407
full_ua_mstcn_broad_20260428,service_broad,app_5159,broad_service,10,validation,0.9,3.139437437057495
full_ua_mstcn_broad_20260428,service_broad,app_521,broad_service,1,validation,0.9,0.0
