actual_required_capacity,reactive_capacity,lagged_capacity,predictive_capacity,forecast_p50,forecast_p90
0.3574445859332447,0.6166105453909663,0.37455571084490175,0.5185780714696269,0.3857105422202324,0.49230169384702654
0.36660688466843594,0.6166105453909663,0.3574445859332447,0.5185780714696269,0.38365604412206306,0.4966745837851619
0.34505176874034765,0.6166105453909663,0.36660688466843594,0.5185780714696269,0.3869852799689212,0.49370390537058423
0.40050768326940644,0.6166105453909663,0.34505176874034765,0.5185780714696269,0.4064786795979271,0.5151466449624907
0.4324692980384834,0.6166105453909663,0.40050768326940644,0.4185780714696269,0.3860601629070712,0.49905569802795796
0.47879364299284827,0.6166105453909663,0.4324692980384834,0.4919553311768596,0.3752103289270626,0.4919553311768596
0.4422349594965339,0.6166105453909663,0.47879364299284827,0.4919553311768596,0.3752185091968099,0.4807604575212618
0.4230663933121468,0.6166105453909663,0.4422349594965339,0.4919553311768596,0.3631967087389096,0.46753647701757145
0.4077095061461367,0.6166105453909663,0.4230663933121468,0.4919553311768596,0.3806574449011305,0.4867432867960145
0.3760850140476285,0.6166105453909663,0.4077095061461367,0.5037607630348067,0.396127877845487,0.5037607630348067
0.3894592339765647,0.6166105453909663,0.3760850140476285,0.5037607630348067,0.39459695638200304,0.5020767494249743
0.3529908438369755,0.6166105453909663,0.3894592339765647,0.5160206641390451,0.40213922673371993,0.5160206641390451
0.3911050047941605,0.6166105453909663,0.3529908438369755,0.5160206641390451,0.4012286916853792,0.5093716582586881
0.40230935623111985,0.6166105453909663,0.3911050047941605,0.5160206641390451,0.3877303539572868,0.49452348675778635
0.3884411917172123,0.6166105453909663,0.40230935623111985,0.5160206641390451,0.38170683320253473,0.489664509182446
0.38714229190443855,0.6166105453909663,0.3884411917172123,0.5160206641390451,0.3850743749594482,0.49160190986016394
0.36029988672554797,0.6166105453909663,0.38714229190443855,0.41602066413904515,0.3652985911944793,0.46984854771869816
0.35497536969463495,0.6166105453909663,0.36029988672554797,0.4791511095137728,0.3737554655536381,0.4791511095137728
0.3741599075022546,0.6166105453909663,0.35497536969463495,0.4822393935283318,0.3765629964759645,0.4822393935283318
0.3818233338463568,0.6166105453909663,0.3741599075022546,0.49002103623556953,0.3789858291046334,0.49002103623556953
0.3546718781213901,0.6166105453909663,0.3818233338463568,0.49607751383113446,0.38277528767490426,0.49607751383113446
0.39182441792683964,0.6166105453909663,0.3546718781213901,0.49607751383113446,0.37444019286776253,0.48732465947970766
0.4061546011255862,0.6166105453909663,0.39182441792683964,0.49607751383113446,0.3629996431934052,0.4673197049175166
0.45372657955403617,0.6166105453909663,0.4061546011255862,0.49607751383113446,0.3629653136897286,0.47809958798838414
0.39930252796406235,0.6166105453909663,0.45372657955403617,0.49607751383113446,0.3706156829550307,0.49545231197918554
0.3431140114986412,0.6166105453909663,0.39930252796406235,0.49607751383113446,0.3726117041602965,0.47789297198109704
0.3338707034238227,0.6166105453909663,0.3431140114986412,0.4964570534626496,0.3788883096485383,0.4964570534626496
0.3448123183913551,0.6166105453909663,0.3338707034238227,0.49901430590122714,0.3790045031995034,0.49901430590122714
0.3350422808280617,0.6166105453909663,0.3448123183913551,0.504593516944442,0.39313557693351814,0.504593516944442
0.3341460866940782,0.6166105453909663,0.3350422808280617,0.504593516944442,0.3857466409195003,0.49234140241622126
0.33373753259707917,0.6166105453909663,0.3341460866940782,0.504593516944442,0.3779628889596173,0.48377927526035
0.33297082060047295,0.6166105453909663,0.33373753259707917,0.504593516944442,0.3602470295627434,0.4707915752727025
0.3445310543966128,0.6166105453909663,0.33297082060047295,0.404593516944442,0.3765197516900606,0.4977184093048558
0.36058209041240774,0.6166105453909663,0.3445310543966128,0.47668680427398874,0.3715151880629253,0.47668680427398874
0.40024005233429666,0.6166105453909663,0.36058209041240774,0.5018096429654665,0.3842473218192649,0.5018096429654665
0.46098170465760935,0.6166105453909663,0.40024005233429666,0.5018096429654665,0.38086402801405306,0.4937981707969751
0.4554261616281163,0.6166105453909663,0.46098170465760935,0.5018096429654665,0.3793615546741104,0.49156072282094526
0.459650178989377,0.6166105453909663,0.4554261616281163,0.5018096429654665,0.37239974990468255,0.4961031080166486
0.416315888267498,0.6166105453909663,0.459650178989377,0.5018096429654665,0.3892523547692032,0.4961976876508945
0.3982075112984873,0.6166105453909663,0.416315888267498,0.5068083662612153,0.39889842623313126,0.5068083662612153
0.40773632103671187,0.6166105453909663,0.3982075112984873,0.5188845876505588,0.3989679116355172,0.5188845876505588
0.3915025033515919,0.6166105453909663,0.40773632103671187,0.5188845876505588,0.40173879324786704,0.5188845876505588
0.3788239835183633,0.6166105453909663,0.3915025033515919,0.5189673590717333,0.40890763790550105,0.5189673590717333
0.3690932286167872,0.6166105453909663,0.3788239835183633,0.5189673590717333,0.401564891706372,0.5097414782817802
0.3631380604374946,0.6166105453909663,0.3690932286167872,0.5189673590717333,0.3913576623532743,0.49967737109882404
0.3456469053968351,0.6166105453909663,0.3631380604374946,0.5189673590717333,0.39610090830244454,0.50373109653746
0.3356889107983145,0.6166105453909663,0.3456469053968351,0.4223127556654414,0.40220262444327753,0.5119202931748301
0.32014814780481565,0.6166105453909663,0.3356889107983145,0.5089076910588539,0.3936932480735427,0.5089076910588539
0.3305078114102184,0.6166105453909663,0.32014814780481565,0.5089076910588539,0.3775779855990068,0.5059730588451198
0.3413354935116903,0.6166105453909663,0.3305078114102184,0.5166543477589292,0.3803893500329239,0.5166543477589292
0.30310053962089123,0.6166105453909663,0.3413354935116903,0.5166543477589292,0.37275538909096606,0.4831958463414205
0.3361221266537884,0.6166105453909663,0.30310053962089123,0.5166543477589292,0.3732595052375768,0.5123566052231455
0.3119893253482614,0.6166105453909663,0.3361221266537884,0.5166543477589292,0.377836736790582,0.48364050787441115
0.31663816734879874,0.6166105453909663,0.3119893253482614,0.5166543477589292,0.38506558257360696,0.4932175620618075
0.3140750046933123,0.6166105453909663,0.31663816734879874,0.5166543477589292,0.37571347163898083,0.4991039966376781
0.2920372818864178,0.6166105453909663,0.3140750046933123,0.5166543477589292,0.35552874821583336,0.46823067851032285
0.3069860520961943,0.6166105453909663,0.2920372818864178,0.5166543477589292,0.35411601742003235,0.46359899498850216
0.30673653339381735,0.6166105453909663,0.3069860520961943,0.4166543477589292,0.35411601742003235,0.4575477165668065
0.30070180332637664,0.6166105453909663,0.30673653339381735,0.46793905870973623,0.36049457316230715,0.46793905870973623
0.31247252835268113,0.6166105453909663,0.30070180332637664,0.5011081659117234,0.37568188757197146,0.5011081659117234
0.3002323625395196,0.6166105453909663,0.31247252835268113,0.509838252360952,0.3728187855850523,0.509838252360952
0.2999054229354524,0.6166105453909663,0.3002323625395196,0.509838252360952,0.38495980284958314,0.4972737873768653
0.2910194584919332,0.6166105453909663,0.2999054229354524,0.509838252360952,0.38734452400925795,0.5026348107448918
0.3088648695062154,0.6166105453909663,0.2910194584919332,0.509838252360952,0.3752648716495913,0.4981092699655255
0.33539827337067113,0.6166105453909663,0.3088648695062154,0.509838252360952,0.37470547838132456,0.4801961236242279
