horizon,p50_coverage_mean,p90_coverage_mean,interval_width_mean
1,0.48059106671497337,0.9209840760485136,49.7251703621962
5,0.477574190647482,0.8956315716657444,64.39099367361301
10,0.4693518241464694,0.8765876990993101,66.92087812902089
