app_du,policy_name,horizon,sla_violation,over_provisioning,under_provisioning,scaling_actions,average_capacity
app_9733,reactive_service,5,0.0,32.81524088541682,0.0,143,85.12117788461556
app_9733,lagged_tracking_service,5,0.4879807692307692,0.6010750450721187,0.6714215995592991,1660,60.08148099459135
app_9733,predictive_service,5,0.0,18.176977722059434,0.0,421,78.32880527113795
app_4038,reactive_service,5,0.02283653846153846,172.3535046073718,0.211505408653853,453,520.6851682692308
app_4038,lagged_tracking_service,5,0.46334134615384615,9.317128004807929,15.42585937499996,1662,394.71591306089783
app_4038,predictive_service,5,0.025841346153846152,160.6044003546983,0.29713724813860504,348,561.1319075376495
app_3136,reactive_service,5,0.0006009615384615385,98.32689122596129,0.00010817307692366176,190,304.1464182692302
app_3136,lagged_tracking_service,5,0.4921875,2.7527268629807713,5.294814798677889,1661,234.15049256310067
app_3136,predictive_service,5,0.027644230769230768,67.59276390945466,0.7144622496283,367,303.5708821586241
app_4371,reactive_service,5,0.0,41.62437650240398,0.0,136,115.60133814102574
app_4371,lagged_tracking_service,5,0.4921875,0.9985792017227575,1.2142889372996781,1662,84.85779614883813
app_4371,predictive_service,5,0.001201923076923077,23.860288116497188,0.0073242455369067865,390,108.92646975537534
app_498,reactive_service,5,0.0,51.485125701121696,0.0,155,136.04012019230782
app_498,lagged_tracking_service,5,0.49158653846153844,1.36317653245194,1.7912247596154032,1662,96.81019543770059
app_498,predictive_service,5,0.0006009615384615385,28.710695166999944,0.0013046546140491866,353,125.94763417724995
app_442,reactive_service,5,0.0006009615384615385,153.7762349759626,0.00024439102564121327,300,478.0741987179498
app_442,lagged_tracking_service,5,0.4609375,8.50683956830955,4.906927609174755,1662,376.5428513120993
app_442,predictive_service,5,0.005408653846153846,107.89208072948033,0.10720188570402887,355,480.7278181967409
app_2819,reactive_service,5,0.002403846153846154,30.85559094551278,0.01752303685897398,88,73.98451923076922
app_2819,lagged_tracking_service,5,0.5024038461538461,1.0495983323317355,1.372602213541664,1661,49.29541513922282
app_2819,predictive_service,5,0.008413461538461538,19.34859663134394,0.058187842698435084,375,68.90882780907825
app_5159,reactive_service,5,0.020432692307692308,34.55421524439104,1.2022946714743603,92,92.06276442307707
app_5159,lagged_tracking_service,5,0.48377403846153844,0.9504210486778877,2.9129912610176314,1661,65.55490021534472
app_5159,predictive_service,5,0.025240384615384616,15.126844346625951,2.004228406140853,446,80.64008636816955
app_7908,reactive_service,5,0.019230769230769232,201.144109074523,0.5997095352563286,825,663.0414262820551
app_7908,lagged_tracking_service,5,0.4717548076923077,57.850370292469584,18.339722230569308,1662,571.382228816107
app_7908,predictive_service,5,0.002403846153846154,301.25911229640525,0.14229772702991605,345,832.988395323582
app_4220,reactive_service,5,0.03245192307692308,117.04567758413495,0.43892828525640487,499,319.8209214743593
app_4220,lagged_tracking_service,5,0.4657451923076923,6.143101061698683,10.485027268629848,1662,229.35437179487178
app_4220,predictive_service,5,0.015024038461538462,115.84771475170493,0.16846802429470253,366,349.3755447292132
app_4456,reactive_service,5,0.024639423076923076,183.9965079126602,0.18632612179488361,488,596.66453525641
app_4456,lagged_tracking_service,5,0.4699519230769231,6.169324969951908,22.223380033053086,1662,458.72845142227504
app_4456,predictive_service,5,0.051682692307692304,166.2310504895176,0.7559910364082416,434,640.2575659384856
app_888,reactive_service,5,0.0,21.441866486378267,0.0,67,57.3977163461539
app_888,lagged_tracking_service,5,0.4957932692307692,0.7286308844150656,0.8466065955528855,1662,41.23125162760415
app_888,predictive_service,5,0.004807692307692308,9.671452446788141,0.006715815689925319,449,51.0139639698402
app_4832,reactive_service,5,0.025240384615384616,90.85457532051238,1.4956119791666784,337,252.9510817307684
app_4832,lagged_tracking_service,5,0.48197115384615385,4.940478440504797,10.45927912159453,1662,182.61213546674634
app_4832,predictive_service,5,0.030048076923076924,106.41875471008377,2.2185622801656306,367,292.33112857775427
app_2965,reactive_service,5,0.012620192307692308,115.10251802884451,0.5849594350961816,182,471.1428445512801
app_2965,lagged_tracking_service,5,0.5204326923076923,2.529919095552871,6.742502228565783,1662,405.90649571814845
app_2965,predictive_service,5,0.01201923076923077,95.09020383981179,1.1738651233640696,390,504.0354175676092
app_7876,reactive_service,5,0.04567307692307692,106.99178846153774,25.262807491987207,165,258.44787660256355
app_7876,lagged_tracking_service,5,0.5036057692307693,3.5593116386218417,39.412471754807704,1662,167.37356986177923
app_7876,predictive_service,5,0.045072115384615384,125.55716244045757,27.587667615334592,413,301.19622480308806
app_56,reactive_service,5,0.0,35.98619391025639,0.0,108,106.39434294871793
app_56,lagged_tracking_service,5,0.49158653846153844,0.6976940354567296,0.7172841546474298,1662,80.94978127504008
app_56,predictive_service,5,0.0,18.00302097891464,0.0,396,98.97239237314541
app_9081,reactive_service,5,0.0,33.032290665064046,0.0,116,85.00689903846147
app_9081,lagged_tracking_service,5,0.49759615384615385,0.5762117638221144,0.5861811899038463,1660,59.7608302033253
app_9081,predictive_service,5,0.0006009615384615385,11.34154706059628,0.0027710354157127236,443,71.1095756545876
app_9541,reactive_service,5,0.010216346153846154,21.549252303685876,0.07184094551282111,180,63.87647435897434
app_9541,lagged_tracking_service,5,0.4891826923076923,1.1424151893028904,1.6279570062099369,1662,48.273380634014416
app_9541,predictive_service,5,0.027043269230769232,20.585746108407736,0.3499446667707028,434,68.9947238925585
app_141,reactive_service,5,0.010817307692307692,237.17584234775333,0.20850560897439413,614,801.8170993589696
app_141,lagged_tracking_service,5,0.4567307692307692,35.81578983874127,40.78906512920594,1662,644.6039517227546
app_141,predictive_service,5,0.002403846153846154,248.49298310698128,0.01799297841190115,371,898.0522171417887
app_5420,reactive_service,5,0.01622596153846154,35.379725060096206,1.5179407051282026,64,89.44205128205141
app_5420,lagged_tracking_service,5,0.5006009615384616,0.7482045272435952,3.2018842648237174,1662,61.46362722856578
app_5420,predictive_service,5,0.021033653846153848,20.91887275134545,2.0171266657458435,405,82.8190530517455
app_7505,reactive_service,5,0.051682692307692304,7.214087540064105,3.8374368990384693,226,19.972331730769096
app_7505,lagged_tracking_service,5,0.46634615384615385,1.000671223958329,5.2945342047275705,1657,14.791170272435725
app_7505,predictive_service,5,0.059495192307692304,6.5474394985167415,4.664191876220053,487,20.968280875501662
app_5657,reactive_service,5,0.10697115384615384,160.24037960737084,7.690689603365521,790,532.7059134615372
app_5657,lagged_tracking_service,5,0.47475961538461536,33.744978715945464,30.674585011017605,1662,440.25005068108965
app_5657,predictive_service,5,0.010817307692307692,237.7939641368535,0.7200543347105965,367,674.2535667783047
app_3665,reactive_service,5,0.034254807692307696,117.59165464743658,0.8147676282051127,446,369.66826121794907
app_3665,lagged_tracking_service,5,0.4813701923076923,16.645879331931205,10.416771384214739,1662,297.0541882762417
app_3665,predictive_service,5,0.036057692307692304,147.84672161343585,1.0797466816907113,335,437.5920552602704
app_8661,reactive_service,5,0.006009615384615385,46.91594050480764,0.5238261217948714,144,139.93358173076916
app_8661,lagged_tracking_service,5,0.49759615384615385,1.739195738181095,3.230154046474361,1662,106.08172914162658
app_8661,predictive_service,5,0.017427884615384616,29.331160167774843,0.9049076911200771,384,135.99893992657462
app_2241,reactive_service,5,0.014423076923076924,99.89847055288496,0.18774288862178554,630,299.3454567307697
app_2241,lagged_tracking_service,5,0.4597355769230769,4.033045397636287,4.621454777644217,1662,228.9915290464745
app_2241,predictive_service,5,0.028245192307692308,108.35093079395064,0.5376331196485712,325,337.3932361007845
app_5895,reactive_service,5,0.010216346153846154,107.83373898237211,0.1621584535256405,364,327.6995753205128
app_5895,lagged_tracking_service,5,0.4699519230769231,3.714271885016078,6.218876852964808,1662,250.52758904246755
app_5895,predictive_service,5,0.007211538461538462,109.00450123871391,0.23381600177990267,343,361.8028792473503
app_7475,reactive_service,5,0.0,38.77309945913453,0.0,41,146.10683493589687
app_7475,lagged_tracking_service,5,0.5012019230769231,0.861954777644221,0.9704385516826861,1662,123.32531202423822
app_7475,predictive_service,5,0.001201923076923077,29.857848036997076,0.011576246544471484,397,153.28006758872928
app_2264,reactive_service,5,0.0,68.45193108974368,0.0,278,217.3079246794872
app_2264,lagged_tracking_service,5,0.4807692307692308,1.508476287059287,1.5857996544471324,1662,171.10706926081716
app_2264,predictive_service,5,0.0006009615384615385,51.07035911594959,0.010798594300881446,380,222.24395314985375
app_8274,reactive_service,5,0.008413461538461538,44.88814002403824,0.10602864583333488,49,111.25394230769167
app_8274,lagged_tracking_service,5,0.5006009615384616,0.9550351812900753,1.5879951672676453,1662,75.80964558293223
app_8274,predictive_service,5,0.01201923076923077,19.984119273621893,0.205507052792245,411,96.22121778973944
app_1675,reactive_service,5,0.022235576923076924,40.487678786057444,0.6345242387820597,268,114.79714743589722
app_1675,lagged_tracking_service,5,0.4855769230769231,3.3732846554486833,4.292296799879823,1662,85.26657967748396
app_1675,predictive_service,5,0.028846153846153848,43.49199473746164,1.341909615418008,354,128.33567694395873
app_3183,reactive_service,5,0.048677884615384616,34.72297075320552,4.909228265224356,289,82.7958173076926
app_3183,lagged_tracking_service,5,0.48257211538461536,2.364204076522463,10.022983723958362,1662,53.27060639523223
app_3183,predictive_service,5,0.043870192307692304,52.36562503816465,5.335402064267134,336,107.95960901656562
app_3073,reactive_service,5,0.0006009615384615385,14.482472455929521,3.2051282051355384e-05,18,43.59447115384623
app_3073,lagged_tracking_service,5,0.48978365384615385,0.4574289112580128,0.5616710737179511,1660,33.37459319911865
app_3073,predictive_service,5,0.0030048076923076925,7.416064326057016,0.007117280412409648,452,40.88778240722319
app_9352,reactive_service,5,0.0030048076923076925,83.69879707532051,0.01848357371794757,249,213.0723317307693
app_9352,lagged_tracking_service,5,0.4963942307692308,1.7499512219551445,3.0789231270032102,1661,147.47184905849363
app_9352,predictive_service,5,0.027644230769230768,60.90384068468722,0.3165906355084778,371,209.3880710127205
app_1215,reactive_service,5,0.0006009615384615385,26.45479216746789,4.507211538462563e-05,46,77.34786057692305
app_1215,lagged_tracking_service,5,0.4879807692307692,0.6123952073317317,0.7653022836538479,1662,58.37417342748404
app_1215,predictive_service,5,0.0006009615384615385,11.274063018569539,0.0002615994162087354,464,69.80088192295949
app_6763,reactive_service,5,0.0,38.8169796674677,0.0,255,119.40661057692272
app_6763,lagged_tracking_service,5,0.4879807692307692,0.7411892528044871,0.6938148537660249,1660,92.72544994491172
app_6763,predictive_service,5,0.0,33.03817026535518,0.0,412,125.71624581122843
app_8832,reactive_service,5,0.0006009615384615385,18.150669070512894,0.0023247195512820294,104,51.56625801282056
app_8832,lagged_tracking_service,5,0.4933894230769231,0.6196063201121819,0.653329251802887,1658,38.39687777944708
app_8832,predictive_service,5,0.001201923076923077,8.43181493552972,0.014671784652070311,482,46.847743862015435
app_647,reactive_service,5,0.006610576923076923,145.42375851362272,0.14906650641025213,314,436.04709134615445
app_647,lagged_tracking_service,5,0.47055288461538464,6.303643028846131,12.283059770633175,1662,328.4088424979961
app_647,predictive_service,5,0.03365384615384615,119.19523482918231,0.6843098664291204,367,452.8991842025364
app_2856,reactive_service,5,0.022235576923076924,69.75153896233984,0.29425180288460745,371,171.0393509615386
app_2856,lagged_tracking_service,5,0.47415865384615385,3.2109301883012646,6.382003480568871,1662,113.64830008012817
app_2856,predictive_service,5,0.010817307692307692,88.7705928155546,0.2010885275078977,322,205.38887766044246
app_4650,reactive_service,5,0.001201923076923077,83.93000200320519,0.006030649038461673,344,220.408798076923
app_4650,lagged_tracking_service,5,0.48377403846153844,3.012494766626624,4.062657026242016,1662,155.90738847155438
app_4650,predictive_service,5,0.006009615384615385,63.475658678674215,0.04249646619829976,379,220.3907129436457
app_5029,reactive_service,5,0.0018028846153846155,54.19291065705135,0.0033122996794870707,250,159.2547836538462
app_5029,lagged_tracking_service,5,0.48497596153846156,1.5787367538060928,1.707205854366987,1661,120.69649399038462
app_5029,predictive_service,5,0.0,36.44443931632581,0.0,365,157.26940240727131
app_512,reactive_service,5,0.003605769230769231,74.83795222355732,0.02599358974359215,230,210.208365384615
app_512,lagged_tracking_service,5,0.48257211538461536,2.3225332782451975,3.427093449519229,1662,154.60130759214746
app_512,predictive_service,5,0.005408653846153846,63.23701037691098,0.0953267713652557,359,218.84755136896723
app_1825,reactive_service,5,0.0006009615384615385,41.272298177083414,3.3052884615388714e-05,149,113.3590865384616
app_1825,lagged_tracking_service,5,0.484375,1.1295949268830148,1.4753734224759656,1661,82.55406613080928
app_1825,predictive_service,5,0.007211538461538462,22.121645126979015,0.017425276460193873,414,105.00406447692103
app_5035,reactive_service,5,0.0,28.80430138221145,0.0,187,92.5983653846153
app_5035,lagged_tracking_service,5,0.49038461538461536,1.3844830979567249,0.7192843048878241,1660,74.02837239583336
app_5035,predictive_service,5,0.16466346153846154,15.103784261299378,1.4246538438322913,480,87.04230402023154
app_1254,reactive_service,5,0.015024038461538462,34.11458133012815,0.11136117788461702,275,85.55300480769228
app_1254,lagged_tracking_service,5,0.49759615384615385,2.1898278495592987,3.620720878405457,1662,57.8513593249199
app_1254,predictive_service,5,0.007211538461538462,44.53677905474786,0.14835584668386056,355,103.67067556183005
app_5877,reactive_service,5,0.013221153846153846,29.580938000801282,0.14370893429487058,178,81.55937500000006
app_5877,lagged_tracking_service,5,0.4855769230769231,1.2515560897435871,1.8583582732371866,1662,59.33366564002412
app_5877,predictive_service,5,0.020432692307692308,20.806021432776074,0.2768435268465185,381,80.4696457294473
app_2497,reactive_service,5,0.013221153846153846,55.34283353365364,0.43136618589744224,86,147.5268269230766
app_2497,lagged_tracking_service,5,0.4921875,1.0916253255208175,3.267964668469544,1662,104.33132416866972
app_2497,predictive_service,5,0.02283653846153846,38.002551027839374,0.9989676750050139,390,143.5112468644528
app_5652,reactive_service,5,0.0,29.18352514022429,0.0,53,96.42625
