forecast_headline_model,promotion_required,broad_role,promotion_reasons
ua_mstcn_lite_quantile_forest,True,promote_to_main_result,forecast_headline_flip;scaling_actions_sign_flip;over_provisioning_mean_negative_but_not_stable
