policy_name,sla_violation_mean,over_provisioning_mean,under_provisioning_mean,scaling_actions_mean,average_capacity_mean
lagged_tracking_service,0.4858363309352518,3.8482795910146974,5.534336360514947,1660.9424460431655,124.0462705168557
predictive_service,0.03110300221361372,53.677387658125475,1.4013299120800857,399.41007194244605,178.00838503240132
reactive_service,0.017254946043165468,56.31045707592582,1.1591965418050152,248.9640287769784,164.48371904399554
