cohort_label,app_du,metric,predictive_minus_reactive,load_weight
broad,app_7048,over_provisioning,12.162079975890151,693.6089449074077
broad,app_7048,scaling_actions,-160.0,693.6089449074077
broad,app_7048,sla_violation,-0.007211538461538408,693.6089449074077
broad,app_7048,average_capacity,43.951990773165846,693.6089449074077
broad,app_7073,over_provisioning,0.09751517067790694,74.01426967592576
broad,app_7073,scaling_actions,394.0,74.01426967592576
broad,app_7073,sla_violation,0.0012019230769231004,74.01426967592576
broad,app_7073,average_capacity,3.086649607089967,74.01426967592576
broad,app_7227,over_provisioning,24.864192146589872,95.88045601851849
broad,app_7227,scaling_actions,168.0,95.88045601851849
broad,app_7227,sla_violation,-0.0240384615384615,95.88045601851849
broad,app_7227,average_capacity,29.404607359330463,95.88045601851849
broad,app_7264,over_provisioning,0.4363510269067348,182.9839990740738
broad,app_7264,scaling_actions,-146.0,182.9839990740738
broad,app_7264,sla_violation,0.04927884615384609,182.9839990740738
broad,app_7264,average_capacity,4.166708599597577,182.9839990740738
broad,app_732,over_provisioning,-10.707674873570312,755.6917395833347
broad,app_732,scaling_actions,205.0,755.6917395833347
broad,app_732,sla_violation,-0.0006009615384615,755.6917395833347
broad,app_732,average_capacity,5.485166597783859,755.6917395833347
broad,app_7414,over_provisioning,-18.47936571955225,394.09686458333334
broad,app_7414,scaling_actions,369.0,394.09686458333334
broad,app_7414,sla_violation,0.0120192307692308,394.09686458333334
broad,app_7414,average_capacity,-10.544582874958138,394.09686458333334
broad,app_7419,over_provisioning,19.640797978353405,599.4613037615742
broad,app_7419,scaling_actions,-6.0,599.4613037615742
broad,app_7419,sla_violation,0.005408653846153896,599.4613037615742
broad,app_7419,average_capacity,41.24249379591424,599.4613037615742
broad,app_7475,over_provisioning,-8.915251422137452,387.7670167824059
broad,app_7475,scaling_actions,356.0,387.7670167824059
broad,app_7475,sla_violation,0.001201923076923,387.7670167824059
broad,app_7475,average_capacity,7.173232652832411,387.7670167824059
broad,app_7505,over_provisioning,-0.6666480415473632,87.06038194444346
broad,app_7505,scaling_actions,261.0,87.06038194444346
broad,app_7505,sla_violation,0.0078125,87.06038194444346
broad,app_7505,average_capacity,0.9959491447325668,87.06038194444346
broad,app_7766,over_provisioning,-13.467706085094822,141.49802459490738
broad,app_7766,scaling_actions,378.0,141.49802459490738
broad,app_7766,sla_violation,0.0042067307692307005,141.49802459490738
broad,app_7766,average_capacity,-8.073796374023424,141.49802459490738
broad,app_7791,over_provisioning,-11.945125061388236,239.5424114583332
broad,app_7791,scaling_actions,421.0,239.5424114583332
broad,app_7791,sla_violation,0.0006009615384615,239.5424114583332
broad,app_7791,average_capacity,-7.033646105255912,239.5424114583332
broad,app_7876,over_provisioning,18.565373978919823,633.5613503472201
broad,app_7876,scaling_actions,248.0,633.5613503472201
broad,app_7876,sla_violation,-0.0006009615384615988,633.5613503472201
broad,app_7876,average_capacity,42.748348200524504,633.5613503472201
broad,app_7890,over_provisioning,-0.07769151288125453,63.9383697916664
broad,app_7890,scaling_actions,489.0,63.9383697916664
broad,app_7890,sla_violation,0.0030048076923077,63.9383697916664
broad,app_7890,average_capacity,1.1914201713921475,63.9383697916664
broad,app_7908,over_provisioning,100.11500322188226,1744.8893203124992
broad,app_7908,scaling_actions,-480.0,1744.8893203124992
broad,app_7908,sla_violation,-0.0168269230769231,1744.8893203124992
broad,app_7908,average_capacity,169.94696904152693,1744.8893203124992
broad,app_8205,over_provisioning,6.922125368050324,181.64111226851844
broad,app_8205,scaling_actions,-7.0,181.64111226851844
broad,app_8205,sla_violation,0.029447115384615398,181.64111226851844
broad,app_8205,average_capacity,15.539345611381549,181.64111226851844
broad,app_8274,over_provisioning,-24.90402075041635,479.96932581018183
broad,app_8274,scaling_actions,362.0,479.96932581018183
broad,app_8274,sla_violation,0.0036057692307692006,479.96932581018183
broad,app_8274,average_capacity,-15.032724517952232,479.96932581018183
broad,app_8360,over_provisioning,-5.8538701731324725,192.30954999999983
broad,app_8360,scaling_actions,244.0,192.30954999999983
broad,app_8360,sla_violation,0.0114182692307693,192.30954999999983
broad,app_8360,average_capacity,-1.392148916283432,192.30954999999983
broad,app_8492,over_provisioning,1.9682829333387133,303.8569207175927
broad,app_8492,scaling_actions,146.0,303.8569207175927
broad,app_8492,sla_violation,0.007812499999999999,303.8569207175927
broad,app_8492,average_capacity,12.877478443588458,303.8569207175927
broad,app_8532,over_provisioning,38.534599273938504,525.14730324074
broad,app_8532,scaling_actions,2.0,525.14730324074
broad,app_8532,sla_violation,0.0,525.14730324074
broad,app_8532,average_capacity,46.56823771844972,525.14730324074
broad,app_8661,over_provisioning,-17.584780337032793,672.6120800925927
broad,app_8661,scaling_actions,240.0,672.6120800925927
broad,app_8661,sla_violation,0.011418269230769298,672.6120800925927
broad,app_8661,average_capacity,-3.9346418041945412,672.6120800925927
broad,app_8719,over_provisioning,13.784267800153728,396.7352392939815
broad,app_8719,scaling_actions,6.0,396.7352392939815
broad,app_8719,sla_violation,0.001201923076923,396.7352392939815
broad,app_8719,average_capacity,28.509304521207355,396.7352392939815
broad,app_8727,over_provisioning,-13.591731828198924,1022.0920949074072
broad,app_8727,scaling_actions,98.0,1022.0920949074072
broad,app_8727,sla_violation,0.0,1022.0920949074072
broad,app_8727,average_capacity,6.757946417215692,1022.0920949074072
broad,app_8775,over_provisioning,159.11033040905033,343.57700665509265
broad,app_8775,scaling_actions,-219.0,343.57700665509265
broad,app_8775,sla_violation,-0.05709134615384621,343.57700665509265
broad,app_8775,average_capacity,186.35684788694002,343.57700665509265
broad,app_8832,over_provisioning,-9.718854134983177,119.09559953703688
broad,app_8832,scaling_actions,378.0,119.09559953703688
broad,app_8832,sla_violation,0.0006009615384615,119.09559953703688
broad,app_8832,average_capacity,-4.718514150805127,119.09559953703688
broad,app_888,over_provisioning,-11.770414039590127,259.34076921296287
broad,app_888,scaling_actions,382.0,259.34076921296287
broad,app_888,sla_violation,0.0048076923076923,259.34076921296287
broad,app_888,average_capacity,-6.383752376313701,259.34076921296287
broad,app_8981,over_provisioning,-3.399292700878447,50.49826388888869
broad,app_8981,scaling_actions,454.0,50.49826388888869
broad,app_8981,sla_violation,0.0042067307692308,50.49826388888869
broad,app_8981,average_capacity,-1.211170278357347,50.49826388888869
broad,app_9030,over_provisioning,-21.03004940019349,252.9468608217592
broad,app_9030,scaling_actions,231.0,252.9468608217592
broad,app_9030,sla_violation,0.0048076923076923,252.9468608217592
broad,app_9030,average_capacity,-9.132391055321676,252.9468608217592
broad,app_9081,over_provisioning,-21.690743604467766,187.24025665509257
broad,app_9081,scaling_actions,327.0,187.24025665509257
broad,app_9081,sla_violation,0.0006009615384615,187.24025665509257
broad,app_9081,average_capacity,-13.897323383873868,187.24025665509257
broad,app_9352,over_provisioning,-22.794956390633295,418.8728912037037
broad,app_9352,scaling_actions,122.0,418.8728912037037
broad,app_9352,sla_violation,0.0246394230769231,418.8728912037037
broad,app_9352,average_capacity,-3.6842607180487903,418.8728912037037
broad,app_9529,over_provisioning,-24.578535066553073,427.5227970486111
broad,app_9529,scaling_actions,32.0,427.5227970486111
broad,app_9529,sla_violation,0.0318509615384615,427.5227970486111
broad,app_9529,average_capacity,-2.9698907531999623,427.5227970486111
broad,app_9541,over_provisioning,-0.9635061952781392,212.11380150462932
broad,app_9541,scaling_actions,254.0,212.11380150462932
broad,app_9541,sla_violation,0.0168269230769231,212.11380150462932
broad,app_9541,average_capacity,5.118249533584155,212.11380150462932
broad,app_9678,over_provisioning,-5.165295258469413,1257.5952239583296
broad,app_9678,scaling_actions,15.0,1257.5952239583296
broad,app_9678,sla_violation,0.0,1257.5952239583296
broad,app_9678,average_capacity,20.851620741579893,1257.5952239583296
broad,app_9733,over_provisioning,-14.638263163357387,380.7269774305557
broad,app_9733,scaling_actions,278.0,380.7269774305557
broad,app_9733,sla_violation,0.0,380.7269774305557
broad,app_9733,average_capacity,-6.79237261347761,380.7269774305557
broad,app_9741,over_provisioning,141.89799348214314,508.6964322916671
broad,app_9741,scaling_actions,-180.0,508.6964322916671
broad,app_9741,sla_violation,-0.060697115384615405,508.6964322916671
broad,app_9741,average_capacity,164.87888553601724,508.6964322916671
