cohort_label,app_du,metric,predictive_minus_reactive,load_weight
broad,app_2497,sla_violation,0.009615384615384602,342.5719162037036
broad,app_2497,average_capacity,-4.0155800586238115,342.5719162037036
broad,app_2557,over_provisioning,-9.46410075146257,185.281992766204
broad,app_2557,scaling_actions,278.0,185.281992766204
broad,app_2557,sla_violation,0.0024038461538461,185.281992766204
broad,app_2557,average_capacity,-0.5752459942363259,185.281992766204
broad,app_263,over_provisioning,-8.175623632450282,1942.704773726853
broad,app_263,scaling_actions,-109.0,1942.704773726853
broad,app_263,sla_violation,0.0012019230769231,1942.704773726853
broad,app_263,average_capacity,39.02855780431514,1942.704773726853
broad,app_2660,over_provisioning,-9.338425464483347,370.85988252314826
broad,app_2660,scaling_actions,263.0,370.85988252314826
broad,app_2660,sla_violation,0.0036057692307692995,370.85988252314826
broad,app_2660,average_capacity,-1.4661665950948901,370.85988252314826
broad,app_2695,over_provisioning,0.3752584239347243,192.58307118055524
broad,app_2695,scaling_actions,239.0,192.58307118055524
broad,app_2695,sla_violation,0.0012019230769230033,192.58307118055524
broad,app_2695,average_capacity,4.981960768520267,192.58307118055524
broad,app_2754,over_provisioning,-30.969423294755515,467.0178435185186
broad,app_2754,scaling_actions,171.0,467.0178435185186
broad,app_2754,sla_violation,0.0072115384615385,467.0178435185186
broad,app_2754,average_capacity,-10.758746711646381,467.0178435185186
broad,app_2819,over_provisioning,-11.506994314168839,353.2646280092592
broad,app_2819,scaling_actions,287.0,353.2646280092592
broad,app_2819,sla_violation,0.0060096153846154,353.2646280092592
broad,app_2819,average_capacity,-5.075691421690976,353.2646280092592
broad,app_2856,over_provisioning,19.019053853214757,496.80691620370374
broad,app_2856,scaling_actions,-49.0,496.80691620370374
broad,app_2856,sla_violation,-0.0114182692307693,496.80691620370374
broad,app_2856,average_capacity,34.3495266989039,496.80691620370374
broad,app_2895,over_provisioning,1.3393288829539607,74.7364716435181
broad,app_2895,scaling_actions,294.0,74.7364716435181
broad,app_2895,sla_violation,0.003004807692307699,74.7364716435181
broad,app_2895,average_capacity,3.1109561631625944,74.7364716435181
broad,app_2899,over_provisioning,-21.780776294627223,375.1005384837963
broad,app_2899,scaling_actions,204.0,375.1005384837963
broad,app_2899,sla_violation,0.006610576923077,375.1005384837963
