app_du,model_name,horizon,mae,rmse,mape,latency_ms
app_141,persistence,1,25.050355981881165,32.2559849808803,0.0579414006522174,0.6307531148195267
app_141,linear_regression,1,20.7861583688048,27.030707871613338,0.0483142466036238,26.714583858847615
app_141,random_forest,1,20.93963980219014,27.238124032902277,0.0489502918041838,6349.9595411121845
app_141,ua_mstcn_lite_quantile_forest,1,20.955094188891128,27.375249041392767,0.0486475734480251,5969.650859634082
app_141,persistence,5,28.38485950854701,36.976074738812905,0.0662667961542368,0.7077902555465698
app_141,linear_regression,5,23.664047889106463,31.055636369367814,0.0563260333294497,22.67353981733322
app_141,random_forest,5,23.957105891658923,31.29875629362153,0.0570547678171644,6636.797333136201
app_141,ua_mstcn_lite_quantile_forest,5,23.75032289692071,31.17134159240712,0.0561355186566737,5952.277193466823
app_141,persistence,10,31.540530975822115,40.82287981301641,0.0756282811418016,0.667959451675415
app_141,linear_regression,10,26.80199704208846,34.75303026617812,0.0652827626588631,16.38391613960266
app_141,random_forest,10,26.69839223248956,34.519532126510434,0.0647031722927603,6627.357663586736
app_141,ua_mstcn_lite_quantile_forest,10,27.155825016105652,35.53542666987867,0.0648461042350304,5928.64756907026
app_7876,persistence,1,12.977703170796696,41.007011985460046,0.0857834442375699,0.7209572941064835
app_7876,linear_regression,1,17.57017182269421,48.808620542579696,0.1150729257729223,17.35045574605465
app_7876,random_forest,1,27.380988092510673,105.26569092793588,0.0990493262117816,8154.778083786368
app_7876,ua_mstcn_lite_quantile_forest,1,26.755344166170563,102.77989531618972,0.0961215501042264,6147.4932214866085
app_7876,persistence,5,28.554233974358972,104.28135696223278,0.1711813124406221,1.0730009526014328
app_7876,linear_regression,5,37.670142516362326,105.89272208652528,0.2287884939262207,16.64791628718376
app_7876,random_forest,5,33.96673682067987,114.70005184922412,0.1418780813344217,9427.756292745473
app_7876,ua_mstcn_lite_quantile_forest,5,31.45467701545639,113.88173899491288,0.1181732181506533,6177.867388973634
app_7876,persistence,10,45.0910588708057,152.6274782305078,0.254831858601875,0.70987269282341
app_7876,linear_regression,10,50.42002033798508,139.08194184160783,0.295865826832166,19.74862441420555
app_7876,random_forest,10,35.77851420328034,119.51478369380771,0.1534025737089402,9846.113666892052
app_7876,ua_mstcn_lite_quantile_forest,10,35.68057958939348,121.50265963724532,0.1446510106269366,6135.813594485323
app_3073,persistence,1,0.5244524380495603,0.6597665292875444,0.3300858572838491,0.5904585123062134
app_3073,linear_regression,1,0.3789032397719853,0.4762335566541847,0.2426811480940925,16.541583463549614
app_3073,random_forest,1,0.3765282231622913,0.4745586002235512,0.2388034989145065,6168.0690832436085
app_3073,ua_mstcn_lite_quantile_forest,1,0.3793993251258689,0.4799615598681023,0.2392392025297655,6159.71723695596
app_3073,persistence,5,0.5262459935897437,0.6631287735418705,0.3294116030547493,0.7389150559902191
app_3073,linear_regression,5,0.3781228950573698,0.4760326047304983,0.2418712942537454,15.119709074497225
app_3073,random_forest,5,0.3759831834919543,0.4738204434038119,0.2382071014451185,5910.022791475058
app_3073,ua_mstcn_lite_quantile_forest,5,0.3794621053692567,0.4799912646066817,0.2377730445610196,6130.209363376101
app_3073,persistence,10,0.5232750653003818,0.6629074441825259,0.3292070863528161,0.6112921983003616
app_3073,linear_regression,10,0.378755141679588,0.4765321217572647,0.2422942747837413,23.035751655697823
app_3073,random_forest,10,0.3770636783822573,0.4761974145752549,0.2389149786677038,6065.490955486894
app_3073,ua_mstcn_lite_quantile_forest,10,0.3769628866266901,0.4776854823677839,0.2370703225526264,6196.169986700018
app_1063,persistence,1,4.456059152677858,5.673532070977039,0.3908856763118769,0.6787087768316269
app_1063,linear_regression,1,3.401337293322445,4.337073227850723,0.3306167214295834,128.89966741204262
app_1063,random_forest,1,3.3744922923744527,4.294877178605779,0.3230513352329118,6653.090665116906
app_1063,ua_mstcn_lite_quantile_forest,1,3.421554295917203,4.34249706107014,0.3199929839217604,5988.986584668358
app_1063,persistence,5,4.452027243589743,5.799766472236501,0.3927075251954122,0.5940422415733337
app_1063,linear_regression,5,3.509848191403914,4.480961412878755,0.3487228892578945,14.428166672587396
app_1063,random_forest,5,3.48108011410387,4.46680565238965,0.3390039822995182,6423.598667606711
