policy_name,sla_violation_mean,over_provisioning_mean,under_provisioning_mean,scaling_actions_mean,average_capacity_mean
lagged_tracking_service,0.38431490384615385,0.5844859106236646,0.7352551042501335,1281.2,9.720491832431891
predictive_service,0.04344951923076919,4.456734259572575,0.2751387529074222,428.8,14.052856532723515
reactive_service,0.010336538461538411,5.176682430221689,0.20625686097756407,481.2,13.554130809294872
