horizon,p50_coverage_mean,p90_coverage_mean,interval_width_mean
1,0.4735611510791367,0.8916666666666666,9.57672615802086
5,0.47650240384615383,0.8826322115384615,12.947209286613258
10,0.4670886075949367,0.866003616636528,13.638243763363443
