policy_name,service_count,sla_violation_mean,over_provisioning_mean,under_provisioning_mean,scaling_actions_mean,average_capacity_mean
lagged_tracking_service,139,0.4858363309352518,3.8482795910146974,5.534336360514947,1660.9424460431655,124.0462705168557
qlr_predictive_service,139,0.020618601272827893,54.706427003897886,1.2165037438718416,382.0,179.22225054638199
reactive_service,139,0.017254946043165468,56.31045707592582,1.1591965418050152,248.9640287769784,164.48371904399554
