app_du,selection_role,model_name,horizon,train_valid_split_end,n_predictions,mae,rmse,mape,p50_pinball,p90_raw_pinball,p90_guarded_pinball,mean_guarded_pinball,p50_coverage,p90_raw_coverage,p90_guarded_coverage,raw_interval_width,guarded_interval_width,raw_crossing_count,raw_crossing_rate,guarded_crossing_count,guarded_crossing_rate,fit_eval_ms,status
app_1215,broad_full_service,quantile_linear_regression,1,9792,1668,3.614740375452543,4.990916827493116,0.01781930334259879,1.8073701877262716,0.9568658896402726,0.9568658896402726,1.382118038683272,0.48980815347721823,0.9448441247002398,0.9448441247002398,7.981603218521713,7.981603218521713,0,0.0,0,0.0,18510.563399999228,pass
app_1215,broad_full_service,quantile_linear_regression,5,9792,1664,5.08144479762925,7.043641225293894,0.024784778968345418,2.540722398814625,1.341897895976242,1.341897895976242,1.9413101473954335,0.48257211538461536,0.9381009615384616,0.9381009615384616,10.622992223381438,10.622992223381438,0,0.0,0,0.0,18470.18780000508,pass
app_1215,broad_full_service,quantile_linear_regression,10,9792,1659,5.937101508808352,8.035782595695547,0.02890180433951597,2.968550754404176,1.5267538004292607,1.5267538004292607,2.2476522774167185,0.4864376130198915,0.9330922242314648,0.9330922242314648,12.088695661077075,12.088695661077075,0,0.0,0,0.0,18377.928200003225,pass
app_1063,broad_full_service,quantile_linear_regression,1,9792,1668,44.820476931026874,66.86120832430737,0.053771559013151796,22.410238465513437,13.033383270329441,13.033383270329441,17.72181086792144,0.5623501199040767,0.9250599520383693,0.9250599520383693,77.25599098466046,77.25599098466046,0,0.0,0,0.0,18968.31039999961,pass
app_1063,broad_full_service,quantile_linear_regression,5,9792,1664,61.831994265081114,99.20388110443179,0.08031006623426287,30.915997132540557,19.865462344052396,19.865462344052396,25.39072973829648,0.59375,0.9477163461538461,0.9477163461538461,117.39214198314713,117.39214198314713,0,0.0,0,0.0,19111.56779999874,pass
app_1063,broad_full_service,quantile_linear_regression,10,9792,1659,75.19317092846222,123.06284586070869,0.10438485669531812,37.59658546423111,24.581703148706048,24.581703148706048,31.08914430646858,0.6166365280289331,0.9535864978902954,0.9535864978902954,147.6600706846278,147.6600706846278,0,0.0,0,0.0,19350.235600002634,pass
app_1254,broad_full_service,quantile_linear_regression,1,9792,1668,25.50374096151314,39.855712361277405,0.06095962254386031,12.75187048075657,7.452344701085874,7.4453683263677455,10.098619403562157,0.43585131894484413,0.9304556354916067,0.9304556354916067,59.31271638208864,59.330469792075505,4,0.002398081534772182,0,0.0,20589.28200000082,pass
app_1254,broad_full_service,quantile_linear_regression,5,9792,1664,49.81707775443832,72.30338986897567,0.12381155740930995,24.90853887721916,15.132582959459913,15.132582959459913,20.020560918339537,0.44591346153846156,0.9453125,0.9453125,126.31807788492534,126.31807788492534,0,0.0,0,0.0,20123.11090000003,pass
app_1254,broad_full_service,quantile_linear_regression,10,9792,1659,55.18578340945543,79.76243626155595,0.13767512586858158,27.592891704727716,16.797913791020736,16.797913791020736,22.195402747874226,0.45147679324894513,0.9216395418927065,0.9216395418927065,128.13675325384497,128.13675325384497,0,0.0,0,0.0,19943.149200000335,pass
app_1276,broad_full_service,quantile_linear_regression,1,9792,1668,10.513434697985314,23.441287429627078,0.029855610380676235,5.256717348992657,2.9034346710043386,2.9128100916882524,4.0847637203404545,0.4814148681055156,0.882494004796163,0.882494004796163,12.550923922938136,12.691924745055468,31,0.01858513189448441,0,0.0,19603.16060000332,pass
app_1276,broad_full_service,quantile_linear_regression,5,9792,1664,19.626474633000043,50.34781271418325,0.05330691819340357,9.813237316500022,7.156229954104759,7.017641124056332,8.415439220278177,0.47055288461538464,0.8623798076923077,0.8671875,15.692263372588098,16.099046885977994,53,0.031850961538461536,0,0.0,19878.612099993916,pass
app_1276,broad_full_service,quantile_linear_regression,10,9792,1659,25.27870599310591,63.35000354888871,0.06770941775675024,12.639352996552955,10.33132216684392,10.261634993332406,11.45049399494268,0.47619047619047616,0.8499095840867993,0.8595539481615431,16.660452451384554,17.275654094522235,65,0.03918022905364678,0,0.0,19780.94129999954,pass
app_1499,broad_full_service,quantile_linear_regression,1,9792,1668,29.337354069222023,106.91564369713083,0.05868462083596546,14.668677034611012,10.402031708518322,9.880913662026046,12.274795348318529,0.48201438848920863,0.8585131894484412,0.8663069544364509,22.698217038781902,24.540316653679938,63,0.03776978417266187,0,0.0,16787.187800000538,pass
app_1499,broad_full_service,quantile_linear_regression,5,9792,1664,68.99648601339604,255.53824160459544,0.13010029102771764,34.49824300669802,28.0346641388312,26.95383518892657,30.726039097812293,0.4813701923076923,0.8533653846153846,0.8563701923076923,34.904760025779645,38.65324660313411,58,0.03485576923076923,0,0.0,16760.316899999452,pass
app_1499,broad_full_service,quantile_linear_regression,10,9792,1659,99.13586628427288,334.21287942509866,0.1819412552362164,49.56793314213644,47.17908777643283,42.56601130857617,46.06697222535631,0.49005424954792043,0.838456901748041,0.8517179023508138,41.323903820498884,50.025811231769445,80,0.04822182037371911,0,0.0,17302.747500005353,pass
app_141,broad_full_service,quantile_linear_regression,1,9792,1668,93.56189440716336,131.69735951534219,0.021511733931200504,46.78094720358168,23.235821983688638,23.235821983688638,35.00838459363516,0.4952038369304556,0.9130695443645084,0.9130695443645084,160.955396344337,160.955396344337,0,0.0,0,0.0,17985.390899993945,pass
app_141,broad_full_service,quantile_linear_regression,5,9792,1664,152.40595275911326,219.8468102584423,0.03670137710572464,76.20297637955663,42.421705252819535,42.421705252819535,59.31234081618808,0.484375,0.90625,0.90625,272.07857804344644,272.07857804344644,0,0.0,0,0.0,17931.860799995775,pass
app_141,broad_full_service,quantile_linear_regression,10,9792,1659,193.37854371127764,268.1662701054098,0.04765146207656482,96.68927185563882,49.04804031810315,49.04804031810315,72.86865608687098,0.47920433996383366,0.9035563592525618,0.9035563592525618,342.0004459534127,342.0004459534127,0,0.0,0,0.0,18363.45619999338,pass
app_1658,broad_full_service,quantile_linear_regression,1,9792,1668,10.043312706704205,14.337382590660718,0.014572283627792029,5.021656353352102,2.451112375899158,2.451112375899158,3.7363843646256303,0.47781774580335734,0.9052757793764988,0.9052757793764988,16.210689522688565,16.210689522688565,0,0.0,0,0.0,15329.414200001338,pass
app_1658,broad_full_service,quantile_linear_regression,5,9792,1664,12.334177073934594,18.268226026593673,0.017654502539335485,6.167088536967297,3.109692606830497,3.109692606830497,4.638390571898897,0.46875,0.9194711538461539,0.9194711538461539,20.414185871423324,20.414185871423324,0,0.0,0,0.0,16527.013700004318,pass
app_1658,broad_full_service,quantile_linear_regression,10,9792,1659,14.844283078438677,21.108422061475725,0.021400654069762,7.422141539219338,3.65381754759663,3.65381754759663,5.537979543407984,0.4550934297769741,0.8957203134418324,0.8957203134418324,23.851486360891904,23.851486360891904,0,0.0,0,0.0,17169.12279999815,pass
app_1552,broad_full_service,quantile_linear_regression,1,9792,1668,31.93606934698734,62.71605797212229,0.03306338493382423,15.96803467349367,10.707441364711498,10.695287734130414,13.331661203812041,0.513189448441247,0.8938848920863309,0.894484412470024,49.49602558989608,49.51506534492652,4,0.002398081534772182,0,0.0,16614.067899994552,pass
app_1552,broad_full_service,quantile_linear_regression,5,9792,1664,47.566521910575375,77.96234145163274,0.048498957675411555,23.783260955287687,14.455844313616861,14.455844313616861,19.119552634452276,0.5276442307692307,0.9020432692307693,0.9020432692307693,92.09625740679286,92.09625740679286,0,0.0,0,0.0,17531.460800004425,pass
