model_name,horizon,service_count,mae_mean,mae_std,rmse_mean,mape_mean,p50_coverage_mean,p90_raw_coverage_mean,p90_guarded_coverage_mean,raw_crossing_count_sum,guarded_crossing_count_sum,fit_eval_ms_mean
quantile_linear_regression,1,5,17.619147280834802,14.468774382461566,33.42880596031255,0.05701366444833426,0.49796163069544364,0.9122302158273381,0.9127098321342926,22,0,14421.148940000057
quantile_linear_regression,5,5,29.046537715183707,20.76919566737477,59.88448812743634,0.08676722270841436,0.4876201923076923,0.890625,0.8923076923076924,62,0,14208.272279999801
quantile_linear_regression,10,5,35.66150388274026,24.111692403262822,74.20737881193624,0.09873313145659346,0.4783604581072936,0.8741410488245931,0.8758288125376733,47,0,14176.178599999728
