policy_name,service_count,sla_violation_mean,over_provisioning_mean,under_provisioning_mean,scaling_actions_mean,average_capacity_mean
lagged_tracking_service,5,0.48786057692307694,5.1093795973557885,4.13530512319712,1661.2,120.5533295522836
qlr_predictive_service,5,0.019471153846153846,52.958111301980104,0.6078914863236292,366.4,171.9294748937814
reactive_service,5,0.015384615384615385,50.22279827724368,0.3070460737179469,331.6,153.89771314102566
