policy_name,sla_violation_mean,over_provisioning_mean,under_provisioning_mean,scaling_actions_mean,average_capacity_mean
predictive_service,0.0234375,16.821392093836565,1.2451619122490178,386.5,57.43105242676317
reactive_service,0.02013221153846154,21.43542612346421,1.0128267728365385,140.0,56.81809695512821
