horizon,p50_coverage_mean,p90_coverage_mean,interval_width_mean
1,0.4433453237410072,0.8905875299760192,28.66033744582701
5,0.4534254807692307,0.8831129807692308,45.43034635291624
10,0.44303797468354433,0.8737191078963231,49.08204737009387
