app_du,model_name,horizon,mae,rmse,mape,latency_ms
app_141,persistence,1,25.050355981881165,32.2559849808803,0.057941400652217444,0.7559601217508316
app_141,linear_regression,1,20.7861583688048,27.030707871613334,0.04831424660362385,26.095416396856308
app_141,random_forest,1,20.939639802190143,27.238124032902277,0.04895029180418382,6792.177041992545
app_141,ua_mstcn_lite_quantile_forest,1,20.955094188891128,27.375249041392767,0.04864757344802513,6323.206180085738
app_141,persistence,5,28.384859508547006,36.976074738812905,0.06626679615423682,0.5960818380117416
app_141,linear_regression,5,23.664047889106463,31.055636369367814,0.05632603332944976,16.15191623568535
app_141,random_forest,5,23.957105891658923,31.29875629362153,0.05705476781716449,7617.646124213934
app_141,ua_mstcn_lite_quantile_forest,5,23.750322896920714,31.17134159240712,0.056135518656673766,6222.550471623738
app_141,persistence,10,31.540530975822115,40.82287981301641,0.0756282811418016,0.635707750916481
app_141,linear_regression,10,26.80199704208846,34.75303026617812,0.0652827626588631,16.68262481689453
app_141,random_forest,10,26.698392232489557,34.51953212651043,0.06470317229276037,7301.164627075195
app_141,ua_mstcn_lite_quantile_forest,10,27.155825016105652,35.53542666987867,0.06484610423503044,6220.040264849861
app_7876,persistence,1,12.977703170796696,41.007011985460046,0.08578344423756994,0.6039179861545563
app_7876,linear_regression,1,17.57017182269421,48.808620542579696,0.11507292577292239,15.218418091535568
app_7876,random_forest,1,27.380988092510677,105.26569092793589,0.09904932621178164,8510.206375271082
app_7876,ua_mstcn_lite_quantile_forest,1,26.755344166170563,102.77989531618972,0.09612155010422649,6401.50794138511
app_7876,persistence,5,28.554233974358972,104.28135696223278,0.17118131244062218,0.7945820689201355
app_7876,linear_regression,5,37.670142516362326,105.89272208652528,0.2287884939262207,17.092915251851082
app_7876,random_forest,5,33.966736820679884,114.70005184922415,0.14187808133442176,9333.953125402331
app_7876,ua_mstcn_lite_quantile_forest,5,31.45467701545639,113.88173899491288,0.11817321815065332,6509.736278404792
app_7876,persistence,10,45.0910588708057,152.6274782305078,0.25483185860187507,0.7608756422996521
app_7876,linear_regression,10,50.42002033798508,139.08194184160783,0.295865826832166,20.6314604729414
app_7876,random_forest,10,35.77851420328034,119.51478369380773,0.1534025737089402,9481.242334470153
app_7876,ua_mstcn_lite_quantile_forest,10,35.68057958939348,121.50265963724533,0.14465101062693664,6394.626363491018
