minute_index,app_du,active_container_count,service_cpu_utilization_mean,service_memory_utilization_mean,service_cpu_used_cores_proxy,service_cpu_request_cores_total,mean_container_mem_size,service_sample_count,service_cpu_utilization_weighted,imputed
1655,app_141,181.0,13.692909760589318,98.5294659300184,198.27333333333334,1448.0,3.13,254,13.69290976058932,0
1656,app_141,184.0,13.14538043478261,99.02173913043478,193.5,1472.0,3.13,260,13.14538043478261,0
1657,app_141,212.0,13.885220125786162,99.02122641509433,235.49333333333334,1696.0,3.13,287,13.885220125786166,0
1658,app_141,198.0,13.577946127946129,98.993265993266,215.07466666666667,1584.0,3.13,283,13.577946127946129,0
1659,app_141,202.0,13.308168316831683,98.96369636963696,215.06,1616.0,3.13,274,13.308168316831683,0
1660,app_141,183.0,13.78415300546448,98.62249544626594,201.8,1464.0,3.13,254,13.78415300546448,0
1661,app_141,177.0,13.800376647834273,98.52165725047081,195.41333333333333,1416.0,3.13,250,13.800376647834273,0
1662,app_141,180.0,13.844444444444445,99.05,199.36,1440.0,3.13,249,13.844444444444445,0
1663,app_141,182.0,13.571428571428571,98.61950549450549,197.6,1456.0,3.13,247,13.571428571428571,0
1664,app_141,187.0,13.848930481283423,98.59803921568627,207.18,1496.0,3.13,246,13.848930481283423,0
1665,app_141,188.0,14.027925531914894,98.5625,210.98000000000002,1504.0,3.13,265,14.027925531914894,0
1666,app_141,162.0,13.80349794238683,99.04938271604938,178.89333333333335,1296.0,3.13,224,13.803497942386834,0
1667,app_141,180.0,13.718055555555555,98.9949074074074,197.54,1440.0,3.13,232,13.718055555555555,0
1668,app_141,187.0,12.945632798573977,99.07219251336899,193.66666666666666,1496.0,3.13,248,12.945632798573973,0
1669,app_141,201.0,13.26782752902156,98.62893864013267,213.34666666666666,1608.0,3.13,278,13.26782752902156,0
1670,app_141,200.0,14.525,99.11083333333335,232.4,1600.0,3.13,283,14.525,0
1671,app_141,192.0,13.563802083333334,99.07291666666667,208.34,1536.0,3.1300000000000003,266,13.563802083333334,0
1672,app_141,207.0,13.756441223832528,98.69323671497584,227.80666666666667,1656.0,3.13,272,13.756441223832528,0
1673,app_141,187.0,13.795008912655971,99.13101604278074,206.37333333333333,1496.0,3.13,259,13.795008912655971,0
1674,app_141,194.0,12.881872852233677,98.67439862542955,199.92666666666668,1552.0,3.1300000000000003,264,12.881872852233677,0
1675,app_141,180.0,13.338425925925925,99.11111111111111,192.07333333333332,1440.0,3.13,231,13.338425925925925,0
1676,app_141,181.0,13.60681399631676,98.55524861878453,197.02666666666667,1448.0,3.13,240,13.60681399631676,0
1677,app_141,189.0,13.824514991181658,98.61199294532628,209.02666666666667,1512.0,3.1299999999999994,256,13.824514991181658,0
