app_du,observed_minutes,coverage_ratio,imputed_ratio,mean_active_container_count,mean_service_cpu_used_cores_proxy,peak_service_cpu_used_cores_proxy,global_minute_start,global_minute_end,global_span_minutes,selected_containers,mean_container_request_cores,median_container_request_cores,mean_container_mem_size,unique_containers,span_seconds,matched_containers,container_hit_ratio,usage_rows_scanned,matched_container_minute_rows,max_seen_container_id
app_4619,11205,0.97265625,0.02734375,538.2871527777778,103.65190509259199,763.2000000000014,1440,12959,11520,102,8.0,8.0,3.13,102,657544,101,0.9901960784313726,4015549996,1060584299,71476
app_4142,11205,0.97265625,0.02734375,285.14661458333336,60.23493402777745,1192.879999999998,1440,12959,11520,97,8.0,8.0,6.25,97,664848,96,0.9896907216494846,4015549996,1060584299,71476
app_3707,11205,0.97265625,0.02734375,443.7167534722222,272.1763495370369,566.9733333333338,1440,12959,11520,86,8.0,8.0,3.13,86,678827,85,0.9883720930232558,4015549996,1060584299,71476
app_2660,11205,0.97265625,0.02734375,361.60243055555554,370.85988252314826,853.7599999999999,1440,12959,11520,75,8.0,8.0,3.13,75,678827,74,0.9866666666666667,4015549996,1060584299,71476
app_582,11205,0.97265625,0.02734375,625.5275173611111,434.80329890046335,938.4800000000032,1440,12959,11520,127,4.0,4.0,1.56,127,678026,125,0.984251968503937,4015549996,1060584299,71476
app_7791,11205,0.97265625,0.02734375,335.70173611111113,239.5424114583332,404.3200000000008,1440,12959,11520,63,8.0,8.0,3.13,63,678026,62,0.9841269841269841,4015549996,1060584299,71476
app_6791,11205,0.97265625,0.02734375,645.5809895833333,410.7328564814818,690.3600000000005,1440,12959,11520,122,8.0,8.0,3.13,122,668642,120,0.9836065573770492,4015549996,1060584299,71476
app_6658,11205,0.97265625,0.02734375,554.7850694444444,807.45978125,1729.4399999999985,1440,12959,11520,109,8.0,8.0,3.1300000000000003,109,678012,105,0.963302752293578,4015549996,1060584299,71476
app_3422,11205,0.97265625,0.02734375,416.55303819444447,20.153281249999818,55.35999999999969,1440,12959,11520,80,4.0,4.0,1.56,80,693222,77,0.9625,4015549996,1060584299,71476
app_2324,11205,0.97265625,0.02734375,782.5479166666667,195.13801967592502,3536.3200000000015,1440,12959,11520,265,8.0,8.0,6.25,265,678026,253,0.9547169811320755,4015549996,1060584299,71476
app_5805,11205,0.97265625,0.02734375,794.6216145833333,373.99706076388804,2833.799999999989,1440,12959,11520,259,8.0,8.0,6.25,259,668642,246,0.9498069498069498,4015549996,1060584299,71476
app_3924,11205,0.97265625,0.02734375,395.7295138888889,96.84083373842586,243.6400000000004,1440,12959,11520,115,4.0,4.0,1.56,115,656837,108,0.9391304347826087,4015549996,1060584299,71476
app_3511,11204,0.9725694444444445,0.027430555555555555,634.1024305555555,591.8680300925931,1327.7200000000003,1440,12959,11520,118,4.0,4.0,1.56,118,666152,118,1.0,4015549996,1060584299,71476
app_3238,11204,0.9725694444444445,0.027430555555555555,545.7595486111111,581.9098673611118,983.3599999999982,1440,12959,11520,102,4.0,4.0,1.56,102,678032,102,1.0,4015549996,1060584299,71476
app_565,11204,0.9725694444444445,0.027430555555555555,785.1662326388889,581.886725983796,1895.8400000000001,1440,12959,11520,147,4.0,4.0,1.56,147,686011,147,1.0,4015549996,1060584299,71476
app_1797,11204,0.9725694444444445,0.027430555555555555,723.1640625,450.66457581018557,744.1999999999995,1440,12959,11520,134,8.0,8.0,3.13,134,668642,134,1.0,4015549996,1060584299,71476
app_5936,11204,0.9725694444444445,0.027430555555555555,931.6780381944444,424.37785474537003,1003.7599999999968,1440,12959,11520,176,4.0,4.0,1.56,176,678047,176,1.0,4015549996,1060584299,71476
app_4265,11204,0.9725694444444445,0.027430555555555555,1409.8366319444444,403.3387155671271,1367.0000000000039,1440,12959,11520,265,4.0,4.0,1.56,265,678827,265,1.0,4015549996,1060584299,71476
app_6026,11204,0.9725694444444445,0.027430555555555555,374.47517361111113,369.85888958333334,604.3799999999999,1440,12959,11520,70,4.0,4.0,1.56,70,660448,70,1.0,4015549996,1060584299,71476
app_521,11204,0.9725694444444445,0.027430555555555555,422.56163194444446,342.8424594907407,653.9800000000007,1440,12959,11520,84,4.0,4.0,1.5599999999999998,84,681844,84,1.0,4015549996,1060584299,71476
app_66,11204,0.9725694444444445,0.027430555555555555,316.0720486111111,334.33818194444467,870.2199999999997,1440,12959,11520,123,4.0,4.0,1.56,123,654902,123,1.0,4015549996,1060584299,71476
app_4474,11204,0.9725694444444445,0.027430555555555555,374.36901041666664,311.2635555555555,796.4399999999995,1440,12959,11520,77,8.0,8.0,3.13,77,678070,77,1.0,4015549996,1060584299,71476
app_4077,11204,0.9725694444444445,0.027430555555555555,350.37473958333334,245.3667285879628,773.9399999999993,1440,12959,11520,65,4.0,4.0,1.56,65,694805,65,1.0,4015549996,1060584299,71476
app_6651,11204,0.9725694444444445,0.027430555555555555,382.76553819444445,221.60841695601843,546.7999999999993,1440,12959,11520,74,4.0,4.0,1.56,74,683380,74,1.0,4015549996,1060584299,71476
app_6593,11204,0.9725694444444445,0.027430555555555555,430.82881944444443,197.47955839120365,356.99333333333345,1440,12959,11520,80,4.0,4.0,1.56,80,678018,80,1.0,4015549996,1060584299,71476
app_4799,11204,0.9725694444444445,0.027430555555555555,374.67890625,195.81934085648152,893.0399999999998,1440,12959,11520,69,8.0,8.0,3.13,69,678033,69,1.0,4015549996,1060584299,71476
app_2695,11204,0.9725694444444445,0.027430555555555555,649.2396701388889,192.58307118055524,1699.6400000000028,1440,12959,11520,123,8.0,8.0,3.13,123,678047,123,1.0,4015549996,1060584299,71476
app_5102,11204,0.9725694444444445,0.027430555555555555,614.0534722222222,184.13864467592504,813.4133333333335,1440,12959,11520,181,8.0,8.0,3.13,181,674384,181,1.0,4015549996,1060584299,71476
app_1826,11204,0.9725694444444445,0.027430555555555555,340.34852430555554,117.42055729166657,1465.1733333333343,1440,12959,11520,103,8.0,8.0,3.13,103,693993,103,1.0,4015549996,1060584299,71476
app_2989,11204,0.9725694444444445,0.027430555555555555,335.2970486111111,24.4871854745369,286.5400000000001,1440,12959,11520,94,4.0,4.0,1.56,94,654902,94,1.0,4015549996,1060584299,71476
app_3514,11204,0.9725694444444445,0.027430555555555555,1000.1859375,353.6846534143509,1398.2599999999989,1440,12959,11520,188,4.0,4.0,1.56,188,678053,187,0.9946808510638298,4015549996,1060584299,71476
app_1552,11204,0.9725694444444445,0.027430555555555555,940.1059895833333,814.9648475115742,1725.6800000000019,1440,12959,11520,178,4.0,4.0,1.56,178,678032,177,0.9943820224719101,4015549996,1060584299,71476
app_1276,11204,0.9725694444444445,0.027430555555555555,725.7580729166667,290.17774884259296,694.8199999999978,1440,12959,11520,136,4.0,4.0,1.56,136,668693,135,0.9926470588235294,4015549996,1060584299,71476
app_8719,11204,0.9725694444444445,0.027430555555555555,512.334375,396.7352392939815,796.0000000000007,1440,12959,11520,115,4.0,4.0,1.56,115,678128,114,0.991304347826087,4015549996,1060584299,71476
app_9678,11204,0.9725694444444445,0.027430555555555555,1172.383767361111,1257.5952239583296,2725.880000000002,1440,12959,11520,220,8.0,8.0,3.13,220,678053,218,0.990909090909091,4015549996,1060584299,71476
app_8532,11204,0.9725694444444445,0.027430555555555555,466.74748263888887,525.14730324074,5140.879999999998,1440,12959,11520,88,16.0,16.0,6.25,88,674384,87,0.9886363636363636,4015549996,1060584299,71476
app_1499,11204,0.9725694444444445,0.027430555555555555,399.34678819444446,184.7748148148147,2311.000000000004,1440,12959,11520,168,8.0,8.0,3.1300000000000003,168,693993,166,0.9880952380952381,4015549996,1060584299,71476
app_3715,11204,0.9725694444444445,0.027430555555555555,435.0779513888889,483.3682387152777,840.880000000001,1440,12959,11520,83,4.0,4.0,1.5600000000000003,83,668732,82,0.9879518072289156,4015549996,1060584299,71476
app_5428,11204,0.9725694444444445,0.027430555555555555,791.6644965277778,403.29271296296275,557.2799999999997,1440,12959,11520,153,4.0,4.0,3.13,153,678053,151,0.9869281045751634,4015549996,1060584299,71476
app_7414,11204,0.9725694444444445,0.027430555555555555,401.3465277777778,394.09686458333334,697.7200000000001,1440,12959,11520,75,8.0,8.0,3.13,75,678012,74,0.9866666666666667,4015549996,1060584299,71476
app_7048,11204,0.9725694444444445,0.027430555555555555,638.2802083333333,693.6089449074077,1571.2933333333317,1440,12959,11520,146,4.0,4.0,1.56,146,678026,144,0.9863013698630136,4015549996,1060584299,71476
app_6491,11204,0.9725694444444445,0.027430555555555555,362.8173611111111,169.32618923611105,1227.913333333333,1440,12959,11520,70,4.0,4.0,1.56,70,678018,69,0.9857142857142858,4015549996,1060584299,71476
app_8981,11204,0.9725694444444445,0.027430555555555555,337.91059027777777,50.49826388888869,276.09999999999997,1440,12959,11520,64,4.0,4.0,1.56,64,678018,63,0.984375,4015549996,1060584299,71476
app_5546,11204,0.9725694444444445,0.027430555555555555,437.3572048611111,265.9476087962964,575.6999999999997,1440,12959,11520,84,4.0,4.0,1.5599999999999998,84,686011,82,0.9761904761904762,4015549996,1060584299,71476
app_7073,11204,0.9725694444444445,0.027430555555555555,393.91328125,74.01426967592576,334.8400000000003,1440,12959,11520,76,4.0,4.0,1.56,76,678827,74,0.9736842105263158,4015549996,1060584299,71476
app_4353,11204,0.9725694444444445,0.027430555555555555,376.2717013888889,148.02981741898142,293.4533333333334,1440,12959,11520,73,4.0,4.0,1.56,73,678056,71,0.9726027397260274,4015549996,1060584299,71476
app_3275,11204,0.9725694444444445,0.027430555555555555,694.8918402777778,444.68289999999786,7073.439999999981,1440,12959,11520,238,16.0,16.0,11.72,238,693993,229,0.9621848739495799,4015549996,1060584299,71476
app_1063,11203,0.9724826388888889,0.02751736111111111,628.3544270833333,1724.242101620371,3310.8666666666627,1440,12959,11520,129,8.0,8.0,3.13,129,689378,129,1.0,4015549996,1060584299,71476
app_3755,11203,0.9724826388888889,0.02751736111111111,535.1177083333333,593.2226660879631,1280.9200000000003,1440,12959,11520,101,4.0,4.0,1.56,101,679404,101,1.0,4015549996,1060584299,71476
app_2754,11203,0.9724826388888889,0.02751736111111111,523.4184027777778,467.0178435185186,789.3799999999986,1440,12959,11520,97,4.0,4.0,1.5599999999999998,97,678042,97,1.0,4015549996,1060584299,71476
app_2899,11203,0.9724826388888889,0.02751736111111111,322.30755208333335,375.1005384837963,673.7200000000004,1440,12959,11520,60,4.0,4.0,1.56,60,686796,60,1.0,4015549996,1060584299,71476
app_4483,11203,0.9724826388888889,0.02751736111111111,390.71527777777777,227.92226012731476,416.7799999999998,1440,12959,11520,73,4.0,4.0,1.56,73,666075,73,1.0,4015549996,1060584299,71476
app_6034,11203,0.9724826388888889,0.02751736111111111,384.41866319444443,179.76816197916662,393.4266666666665,1440,12959,11520,71,4.0,4.0,1.56,71,678022,71,1.0,4015549996,1060584299,71476
app_2128,11203,0.9724826388888889,0.02751736111111111,343.48993055555553,116.32563425925908,181.12000000000023,1440,12959,11520,64,4.0,4.0,1.56,64,678036,64,1.0,4015549996,1060584299,71476
app_2895,11203,0.9724826388888889,0.02751736111111111,338.0669270833333,74.7364716435181,291.599999999999,1440,12959,11520,81,8.0,8.0,3.13,81,668699,81,1.0,4015549996,1060584299,71476
app_7890,11203,0.9724826388888889,0.02751736111111111,340.44019097222224,63.9383697916664,362.92000000000013,1440,12959,11520,64,8.0,8.0,3.13,64,657178,64,1.0,4015549996,1060584299,71476
app_17,11203,0.9724826388888889,0.02751736111111111,375.0654513888889,57.81390711805531,161.5000000000001,1440,12959,11520,74,4.0,4.0,1.56,74,668725,74,1.0,4015549996,1060584299,71476
app_6217,11203,0.9724826388888889,0.02751736111111111,464.9355902777778,26.338565972222003,87.00000000000009,1440,12959,11520,99,4.0,4.0,1.56,99,678053,99,1.0,4015549996,1060584299,71476
app_732,11203,0.9724826388888889,0.02751736111111111,700.1729166666667,755.6917395833347,1187.4,1440,12959,11520,130,8.0,8.0,3.13,130,686792,129,0.9923076923076923,4015549996,1060584299,71476
app_4812,11203,0.9724826388888889,0.02751736111111111,519.0457465277777,327.4897838541669,538.4399999999998,1440,12959,11520,98,4.0,4.0,1.56,98,667031,97,0.9897959183673469,4015549996,1060584299,71476
app_8492,11203,0.9724826388888889,0.02751736111111111,481.75512152777776,303.8569207175927,1112.3000000000006,1440,12959,11520,91,4.0,4.0,1.56,91,668651,90,0.989010989010989,4015549996,1060584299,71476
app_8727,11203,0.9724826388888889,0.02751736111111111,381.56145833333335,1022.0920949074072,1910.6400000000026,1440,12959,11520,73,8.0,8.0,3.13,73,678827,72,0.9863013698630136,4015549996,1060584299,71476
app_5884,11203,0.9724826388888889,0.02751736111111111,172.73888888888888,66.49433159722219,269.5199999999999,1440,12959,11520,69,4.0,4.0,1.56,69,694352,67,0.9710144927536232,4015549996,1060584299,71476
