minute_index,cluster_cpu_utilization_mean,cluster_memory_utilization_mean,active_machine_count
107,28.058267970504925,82.31275161226438,2172.5
108,28.051132681140334,83.62138899199006,2281.5
109,27.339004572488633,84.28257863875776,2325.0
110,30.582601027965396,84.76412869667739,2415.5
111,31.98642011262653,84.60310591651934,2372.1666666666665
112,28.740367108075557,83.64250584358767,2358.0
113,29.23666687087343,83.52585353460974,2349.1666666666665
114,29.901955165101985,83.50212298985399,2342.1666666666665
115,27.972819363685883,83.57683632997045,2416.0
116,27.048624536541507,83.29054764323836,2296.3333333333335
117,25.726246678160702,83.32301833431767,2273.0
118,26.769194714289682,83.48678622311782,2390.8333333333335
119,24.414056421134216,83.6386040669456,2390.0
120,30.692507488363045,84.08104370202982,2396.3333333333335
121,34.79760956299159,84.60063846854325,2360.5
122,33.07627519167206,84.31176692563075,2406.0
123,31.381723218108196,84.77385753923355,2396.3333333333335
124,29.4218418399808,84.61113829993964,2297.5
125,33.1067027326276,84.38103161106092,2325.0
126,35.28247112945007,84.64187507030466,2389.3333333333335
127,28.56831857667657,84.71078327323468,2371.1666666666665
128,26.24966276556924,84.55477932812296,2366.3333333333335
129,25.32535241185496,84.24610998628533,2381.5
130,28.797464069320952,84.52132374050746,2354.5
131,31.91294327026986,85.0059054072845,2361.5
132,34.495546054070175,84.79398440953794,2345.3333333333335
133,31.995900798404573,84.61168088162911,2336.5
134,35.57714213185079,85.39967046584678,2298.1666666666665
135,33.449039049238486,85.2526117916323,2331.6666666666665
136,36.78423277511103,85.08086430675108,2303.1666666666665
137,34.141532923447976,83.68267393791228,2132.3333333333335
138,32.93026226534776,82.55392703035398,2124.1666666666665
139,31.82810030640788,82.23673348511305,2291.8333333333335
140,33.23190193317189,82.10392820086975,2350.6666666666665
141,27.27601202641217,81.75729954570556,2382.1666666666665
142,24.586821568756665,81.33227228482163,2412.5
143,27.37007751252236,81.65982923352985,2418.5
144,30.06728395354713,82.1159529252106,2415.8333333333335
145,26.06363219794459,81.66766291613688,2400.8333333333335
146,27.753430036732297,82.08959773397824,2354.5
147,27.519869274834424,82.42220447637523,2417.3333333333335
148,26.042544533747996,81.57041309694209,2396.1666666666665
149,24.223795134105924,80.8415454679667,2424.3333333333335
150,30.212357683617626,81.3128410824422,2450.8333333333335
151,34.73270561497966,81.60607344071178,2239.8333333333335
152,33.6025467379448,81.52929828729101,2198.3333333333335
153,29.545956837574746,81.37028839434217,2335.1666666666665
154,28.171482870395447,81.29925239962523,2371.6666666666665
155,28.645188787171804,81.64187447086202,2424.3333333333335
156,27.131093375638187,81.39365274163004,2404.1666666666665
157,25.247267936935888,80.90041447926428,2358.0
158,26.747138206522063,81.13454700723959,2290.3333333333335
159,27.507934165162386,81.10517038674999,2283.1666666666665
160,27.303699873152524,81.30547388406009,2263.5
161,24.382509460885405,80.87723826376282,2249.3333333333335
162,24.486836147669617,81.0560037676268,2246.8333333333335
163,25.254182476168904,81.43344299631381,2204.0
164,25.474960964547176,81.86730481264983,2214.6666666666665
165,27.2577145653253,82.00103675720733,1936.6666666666667
166,23.577103694866878,81.20422050780786,1902.5
167,21.605175132318646,80.63185453577098,1998.6666666666667
168,23.945334651503867,80.49819339263193,2006.5
169,27.993311413294396,80.41017717408359,2033.1666666666667
170,30.77496961704686,80.78388666212723,2340.3333333333335
171,29.950594072703257,81.55761607147491,2225.1666666666665
172,24.652919242564725,81.11807507134745,2237.6666666666665
173,23.789578006098893,81.35987366939497,2288.8333333333335
174,24.08221654576545,81.89111241470985,2089.6666666666665
175,24.369131045770867,81.93550395378355,1928.8333333333333
176,24.98540701484063,82.08072186354181,2074.8333333333335
177,23.369117584848066,81.9738365454248,2179.0
178,22.304697194075967,81.79629545110541,2184.0
179,24.590961532397127,82.22199400932574,2134.8333333333335
180,29.09487470043108,82.62154256153435,2137.3333333333335
181,30.176357488446328,83.34210394988165,2126.1666666666665
182,29.259478869972625,83.85547013138688,2133.1666666666665
183,29.16368802820953,83.68397469443511,2124.8333333333335
184,30.041707049993192,84.20390203035437,1986.8333333333333
185,30.964003523963886,85.45688505547308,2085.3333333333335
186,26.320347388925125,84.97618250612379,2204.5
187,23.246922926518778,84.42241089722798,2261.8333333333335
188,21.91492472761406,84.20577597352265,2307.0
189,22.44314465500483,83.81362751011692,2372.5
190,27.77300144937027,83.5439281320776,2478.1666666666665
191,24.14103850348856,82.72523632718519,2548.5
192,22.638624114752286,82.41064484440938,2537.6666666666665
193,26.118661831556835,82.15350190192538,2395.5
194,26.04909250137707,81.91512654604473,2217.0
195,25.683652862186218,81.5195144249892,2311.3333333333335
196,25.763891921782967,81.43650918863663,2331.1666666666665
197,27.01597080046854,81.61337776142378,2402.8333333333335
198,22.37197736145369,81.05495955116838,2340.3333333333335
199,23.52125023400185,81.3495633555649,2329.8333333333335
200,23.863578200948808,81.32573394702291,2337.0
201,25.316095615296376,81.44640002593216,2349.6666666666665
202,27.28885283138155,81.39864828370189,2365.0
203,28.850849370872723,82.32577303041386,2364.3333333333335
204,32.12853034619919,83.44585130250958,2333.0
205,34.80384717005614,85.11354461451855,2338.8333333333335
206,37.81411614739093,86.88744575229155,2317.6666666666665
207,32.25853492246734,85.88091498264197,2273.3333333333335
208,31.538176553896587,85.68260025335309,2270.8333333333335
209,31.645216203233748,85.01916194599205,2221.3333333333335
210,33.350140305718746,84.7485917057724,2246.8333333333335
211,30.041914766338056,83.83221721437332,2245.0
212,27.33385968999868,83.02381024795399,2403.5
213,25.336820742398867,81.69974070497307,2428.5
214,22.619043073424518,81.28699744305443,2356.8333333333335
215,23.07351205618448,81.09541689648691,2423.8333333333335
216,22.84914671178537,81.04839917337297,2442.5
217,22.369364517965128,80.68805469750343,2422.5
218,24.811094844237015,81.42584822106667,2404.8333333333335
219,27.675942821084643,81.84198287197508,2375.5
220,29.833255814114622,81.98368065866536,2351.3333333333335
221,31.959071876959854,82.64013567236582,2355.8333333333335
222,31.361558806497033,83.44317100377427,2329.3333333333335
223,28.17891816766628,83.72563614388783,2258.0
224,31.168990591069093,84.06289679866809,2332.1666666666665
225,29.212340504637854,84.22543813487874,2266.5
226,28.954805918747137,83.91339288745647,2275.0
227,28.671264061939244,83.81159122447878,2547.1666666666665
228,31.775523634939933,84.99692841216621,2613.3333333333335
229,33.34944631181086,85.79280849687761,2599.1666666666665
230,31.02735078608505,84.99935613092539,2548.1666666666665
231,29.521492842941154,84.73173682822787,2543.6666666666665
232,31.805926154343993,84.46872304280559,2513.1666666666665
233,30.893348351666905,84.37863636143766,2448.8333333333335
234,30.5944834914452,84.42125083160575,2406.8333333333335
235,30.907744902478285,85.03719547337896,2393.0
236,32.55761225572152,86.24903713073714,2337.3333333333335
237,35.6499656189583,87.01678440257491,2331.8333333333335
238,34.55422932025233,86.84104738437203,2322.3333333333335
239,30.666369203914844,86.9125769460464,2361.6666666666665
240,30.696866588316286,86.50860853415467,2308.1666666666665
241,30.150004838305037,85.67820031126128,2139.3333333333335
242,25.188708583845585,84.69640623934409,2113.6666666666665
243,28.14475910872014,84.60949155630895,2219.8333333333335
244,36.72412187619401,85.41883305558042,2292.1666666666665
245,37.95059555437208,85.81705749803291,2340.1666666666665
246,35.45790556800802,86.11285964259866,2321.5
247,34.83406193423341,85.62636203121106,2252.8333333333335
248,30.288868506354515,85.08736982044432,2268.8333333333335
249,32.90391079825272,85.4757928637893,2064.6666666666665
250,34.38805532538329,85.22497792776863,2107.0
251,34.76879102884545,85.7515576088711,2412.8333333333335
252,33.40965136582334,85.796698934628,2415.1666666666665
253,32.381665545112135,85.82801911453414,2400.8333333333335
254,32.341900286160644,86.30663046388257,2385.8333333333335
255,32.279595175454666,86.10265246952041,2303.8333333333335
256,30.134509598795347,85.85973819828594,2292.0
257,30.848539081273085,85.65500968457184,2300.0
258,30.16555017772164,85.55378587751754,2274.8333333333335
259,29.905745272361084,85.45301452169632,2280.6666666666665
260,29.935404048245545,85.39752593448465,2359.3333333333335
261,29.518851800382766,85.87818565483933,2367.8333333333335
262,30.603745192020984,86.07973833011744,2309.5
263,30.660257809583822,86.31515130888393,2306.5
264,27.577859189326528,86.00005298211931,2273.8333333333335
265,26.888250023125533,85.5478105167111,2274.8333333333335
266,25.49330698459623,84.72160800023083,2216.5
267,23.732177794652802,84.32086137866743,2156.3333333333335
268,23.674519420747654,84.24062678285702,2119.5
269,26.039014132030875,84.85308495596036,2147.5
270,27.960795564558595,85.24403606270768,2331.0
271,29.19036579317768,85.69520256962677,2334.8333333333335
272,28.485006836426933,84.87561578266182,2359.1666666666665
273,26.770891073271617,84.92625166357764,2413.5
274,25.636319840422857,84.89663385280622,2419.6666666666665
275,24.669730052479633,84.91653592790763,2446.6666666666665
276,23.532995479948237,84.68626838208998,2412.8333333333335
277,23.933676867663053,84.85727771935677,2475.1666666666665
278,25.011192844041044,85.16832205376532,2465.3333333333335
279,25.309112448667374,85.17658051154147,2441.8333333333335
280,26.619957692135145,85.34151534290312,2397.3333333333335
281,24.908598360976313,85.22726276825928,2366.6666666666665
282,25.692867327854344,85.32387872623609,2333.6666666666665
283,23.9922205576375,84.28020060998328,2316.6666666666665
284,23.62735652966202,84.37950651254675,2319.8333333333335
285,26.10063191654645,84.89049583492051,2331.0
286,43.450590264091694,87.81611669337498,2317.5
287,43.49211598411719,87.78440996446336,2269.1666666666665
288,37.01478307922411,87.18473436304498,2225.5
289,38.528139145314185,87.45894327303513,2180.5
290,36.60593726660072,87.51263530577849,2270.5
291,37.35059394829795,87.93762250482119,2238.0
292,32.94407665168679,87.76073412337114,2223.8333333333335
293,30.28634673471062,87.28664261564808,2266.8333333333335
294,29.820535995921656,86.43478171101289,2222.5
295,29.825452214131246,86.69711460317559,2219.1666666666665
296,31.620482986577304,87.89705238485247,2189.8333333333335
297,29.75240030046741,86.87645289858536,2177.1666666666665
298,28.730281629360906,85.78716623720614,2034.8333333333333
299,30.53011983506458,86.14781447403463,2032.3333333333333
300,29.627942107536768,86.07517486223703,2113.0
301,30.827678719496898,86.83109494490924,2134.0
302,30.715457082801773,86.59745885172198,2081.1666666666665
303,29.07732214375959,86.27911474411799,2060.8333333333335
304,30.549275202115656,86.4546948461515,2133.1666666666665
305,29.74930152066482,86.18677904542159,2189.8333333333335
306,32.92880657246102,86.34034884489374,2207.6666666666665
307,33.493966412680166,86.95742967722445,2205.1666666666665
308,28.159824301514828,86.76669944811088,2235.6666666666665
309,30.072358687740465,86.52471650451098,2246.1666666666665
310,31.03308547959639,86.54498433247421,2401.1666666666665
311,31.79700209629065,86.32730069439316,2409.3333333333335
312,34.24012478532996,86.57921906477799,2394.8333333333335
313,33.080390864068995,86.16013198323192,2324.6666666666665
314,29.04645523567096,85.65250757716744,2260.1666666666665
315,27.862544701209874,85.45247670144909,2194.0
316,26.90597897223593,85.6967473694196,2263.8333333333335
317,28.0999208185294,86.07700675855456,2275.0
318,26.131185406470177,86.07247138294501,2252.8333333333335
319,24.021961678866877,84.76791956867787,2242.6666666666665
320,24.282760609575778,84.34570759335469,2309.1666666666665
321,22.398658632285446,83.9639862468593,2354.0
322,21.967358488587752,83.79752547561239,2382.1666666666665
323,23.548960973845553,83.96903524950743,2375.0
324,23.660723055947596,83.70022026173999,2391.6666666666665
325,44.73000073263645,86.0091695269321,2047.3333333333333
326,41.00151096377778,86.40341794494667,1653.8333333333333
327,42.149369512191434,86.91326996056331,1582.8333333333333
328,40.97989184383614,87.7348692423343,1747.8333333333333
329,37.95982029536191,87.20628749482302,1886.5
330,36.7495457551944,86.77827607775464,1979.3333333333333
331,33.41064420753742,86.21363965787408,1977.6666666666667
332,48.37423326264912,88.17626164865679,1994.3333333333333
333,46.839758453362215,89.14761904826082,2015.6666666666667
334,41.9333380094696,87.93011051922696,2085.6666666666665
335,47.89829566818319,87.15995819811587,2050.6666666666665
336,52.19568005525519,87.37548005041141,1876.6666666666667
337,50.88154098611045,87.86419675119208,1830.0
338,47.9419090374215,87.41438838041292,1992.1666666666667
339,54.776952581087556,88.43230030146036,2097.3333333333335
340,50.455295563361766,88.65758686147774,2192.8333333333335
341,50.86177442230439,89.51905661432829,2078.8333333333335
342,49.69113728236575,89.146384783264,1937.0
343,47.13404299041446,88.52514505902987,1977.5
344,43.39531440561394,88.00882543205847,2024.3333333333333
345,53.54702903106783,89.13048311586249,1958.3333333333333
346,53.54743124344409,88.98561754942358,1844.0
347,52.16406715074834,87.8315710272607,1890.1666666666667
348,49.056411820180365,87.62064983567042,1988.0
349,47.460482602791934,88.17643370409077,2035.3333333333333
350,47.140694813804544,87.78849307982235,2099.8333333333335
351,43.76785709674727,88.29413088119037,2127.5
352,47.10486660006145,87.58319100554786,2029.1666666666667
353,38.08290167500075,85.71285386344681,2090.5
354,40.034063425199534,85.55963699615741,2126.0
355,39.51596211353274,86.2440963879602,2093.1666666666665
356,37.88640448697907,86.49253106750278,2056.6666666666665
357,38.458929582876536,86.17410341914575,2008.8333333333333
358,36.68748584401588,85.39649231617084,1958.1666666666667
359,35.72399097452088,85.36011160932595,1967.0
360,38.40750839296689,85.8540869641684,1771.1666666666667
361,45.36529110515605,86.49442564640987,1808.8333333333333
362,46.18689212454128,86.87596087933674,1941.1666666666667
363,49.04728349366108,87.91230369651987,1916.0
364,55.42621355149083,88.46872179146946,1963.5
365,52.314484510155495,88.33859921152713,1941.5
366,46.95666259181193,87.73040272493806,1954.5
367,42.771850111054256,86.59779646945407,1927.8333333333333
368,41.70300546227554,84.93465894319398,1939.1666666666667
369,44.578653697632795,85.17167355984735,1979.8333333333333
370,45.78654007072089,86.3220585400339,2055.6666666666665
371,62.930230270636685,88.14504983684917,2091.0
372,65.49563898230308,89.80188762683791,2071.3333333333335
373,66.48273314518728,90.09603685740313,2054.1666666666665
374,68.12788533601454,89.86726398071227,2163.5
375,70.5865044501293,90.3260859964292,2058.1666666666665
376,74.01227536813329,90.62560346330218,2083.6666666666665
377,75.59382213844738,89.90407668480634,2079.8333333333335
378,76.240430155339,89.44482310602979,2106.0
379,75.88745612339154,89.48022765671158,2095.0
380,75.79275123085206,89.7758968931813,2102.5
381,74.27544299485113,89.72864336590082,2083.8333333333335
382,70.83873051214,89.74839965157499,2071.5
383,63.40388150630428,88.86803320593914,2265.1666666666665
384,57.75892203588247,87.72959396918968,2177.5
385,56.21640391782827,86.81577873604276,2185.6666666666665
386,58.09749044314029,86.981141710745,2018.0
387,55.65913835141392,87.53822284613062,2037.3333333333333
388,60.103793064068185,88.7066077649697,2102.6666666666665
389,58.72141147070013,88.65247076932819,2020.1666666666667
390,56.4294213874789,88.10178569951718,2011.0
391,53.635105886200925,87.28099788362904,1990.3333333333333
392,52.95934790977389,86.99329330108027,1981.5
393,54.03055744199663,87.26656864965088,1999.1666666666667
394,54.95944169911191,87.6673672649505,1898.1666666666667
395,57.39407206010458,88.73204718414327,1925.5
396,56.05448931191094,89.07298853873846,1992.3333333333333
397,56.5787619650975,88.68859012065565,1969.5
398,54.92317901267103,88.24605398136195,1992.0
399,56.320553348289074,88.26039036511946,2015.0
400,53.579825810832,88.75872501947099,2030.3333333333333
401,52.66161167908521,88.72986123902147,1929.8333333333333
402,55.556954144979215,89.23735738237885,2008.6666666666667
403,53.10208381000293,89.19211715067503,1983.5
404,55.21234271312341,89.27531959499963,1981.0
405,51.000584199328046,88.7124063071629,2043.5
406,49.714661845994065,88.62952168241954,2048.5
407,48.41881371679356,88.74641046080012,2040.5
408,48.47357050717135,88.24641438594227,2016.5
409,52.407697786334154,88.00727326994921,2065.0
410,56.27689446305777,89.33013039590058,2194.5
411,53.64263753927972,88.21457797029744,2138.8333333333335
412,53.49255600637394,88.17515766487422,2153.8333333333335
413,51.40246842718708,87.99654184983136,2143.3333333333335
414,48.08365633004477,87.61851162099573,2148.6666666666665
415,43.32470477279738,86.14481063822502,2141.3333333333335
416,42.67024488408561,84.63597999402006,2132.8333333333335
417,44.753739840599536,84.19795687953801,2031.5
418,41.29142878369418,83.42316379680427,2069.1666666666665
419,37.497309095598574,81.98145637974383,1985.3333333333333
420,40.32513269878874,82.29199427903181,1964.6666666666667
421,46.99614614416714,82.82681283199463,1970.6666666666667
422,51.07865635892896,84.9270577571676,1861.8333333333333
423,45.66289889182227,83.64990025578275,1740.6666666666667
424,45.95389996978872,83.92339796652277,1840.0
425,43.9675981773085,83.62954106465293,2086.6666666666665
426,42.09785242495039,83.5414311576739,2085.5
427,47.734372284326895,83.40045871509106,2062.3333333333335
428,52.6594899606713,83.92915158801941,1846.3333333333333
429,47.21399036430137,83.10650720328758,1868.0
430,43.06674454282636,82.41458892378992,2041.6666666666667
431,50.7182198528477,83.51519363225174,1981.3333333333333
432,47.36385350955598,83.52779032378034,1968.6666666666667
433,42.63077574213475,84.20416338513485,1835.5
434,42.204426742521726,83.796063777818,1732.1666666666667
435,43.40168474803147,84.18467534399608,2032.8333333333333
436,43.368617839290465,84.24762026201188,2021.1666666666667
437,44.20133823067036,84.76758938751897,2015.6666666666667
438,40.3140891771468,84.236146095905,1965.0
439,39.671022739825595,84.3946842882271,1992.8333333333333
440,38.23500886854779,83.63454772694571,1968.3333333333333
441,34.28906209198979,82.82705684645786,1970.8333333333333
442,36.512204496348936,82.66557149661537,2021.6666666666667
443,35.390942957483865,83.02203546546107,2187.1666666666665
444,35.02185882815684,83.26238412464897,2200.1666666666665
445,41.1263754007769,85.70457377334024,2242.5
446,42.43342804062754,86.96852797984089,2050.1666666666665
447,48.40827342198106,88.6019664118749,1967.6666666666667
448,48.79430477063033,89.13997074150184,2193.5
449,47.454509481698665,88.94484521489672,2183.0
450,46.86519065835788,88.39801556901108,2218.3333333333335
451,43.54910281127431,88.23856122811624,2257.6666666666665
452,40.68182062567043,86.19244887728901,2179.1666666666665
453,33.94522972445311,84.3903410574758,2119.5
454,34.813329553827025,84.52206774590289,2109.5
455,43.11617952874613,85.75836423499796,2089.3333333333335
456,43.93739942786902,86.34244448974253,2123.8333333333335
457,39.992260480893634,86.63124489300378,2131.8333333333335
458,36.30634382000644,86.41361287713035,2140.3333333333335
459,42.85926082992463,87.4595876660635,1923.6666666666667
460,41.3072197828069,87.75069602157195,1990.6666666666667
461,37.32216190949324,87.22338378742499,2080.0
462,37.189365669464216,86.46867544060751,2057.3333333333335
463,34.394137953005036,85.21215869631229,2160.0
464,34.24780706921654,84.15523738620668,2163.8333333333335
465,34.7359425773361,83.71990409508555,2116.3333333333335
466,35.8491711951286,84.09169216745956,2101.5
467,38.272750545196466,85.0114072575691,2191.1666666666665
468,37.56101376572676,85.37602573868446,2211.6666666666665
469,33.11954709749214,83.96273142434653,2248.3333333333335
470,34.377744261249966,83.35354855233872,2356.1666666666665
471,39.2021549361797,84.76399890950468,2342.0
472,36.66875858572799,85.10226358389721,2321.8333333333335
473,33.6298534883152,84.43310568146397,2289.3333333333335
474,35.50417310183524,84.55008586718513,2329.5
475,36.620584554832426,84.80909375973296,2375.6666666666665
476,36.29411760090637,85.50929397291202,2363.5
477,35.682586326126305,85.58701955566362,2457.5
478,38.16045865140254,86.2734526485629,2404.0
479,39.926368272645696,87.59299164952881,2392.8333333333335
480,47.255063326033856,87.63147833769135,2279.1666666666665
481,56.57192260333415,88.74553070879405,2259.6666666666665
482,52.84792749301366,88.36921465856854,2261.8333333333335
483,49.27022798283449,87.36379953559229,2208.0
484,48.73478488505819,86.4106338332161,2127.3333333333335
485,50.174749467826295,86.02544115921592,2213.3333333333335
486,49.60066848374385,86.12396602442827,2307.8333333333335
487,47.81629817309624,85.88691305521367,2360.8333333333335
488,45.00199346105481,86.09822167056849,2368.6666666666665
489,41.851260958921614,85.23885519539225,2376.0
490,39.577931149819,84.72819611382882,2360.3333333333335
491,38.876364408077734,83.80905914145343,2365.6666666666665
492,38.22591440129584,83.68258047603787,2257.5
493,46.489607368834385,84.07231514052846,2228.0
494,45.80567187407923,83.98262659743023,2278.3333333333335
495,43.20452450430364,84.79116592062894,2322.5
496,44.3589178984105,84.8256810735154,2313.6666666666665
497,46.52711750869229,84.96652569675094,2318.6666666666665
498,48.59777331514825,85.22354736487597,2289.5
499,45.98714058246765,84.84107905659,2307.3333333333335
500,41.53759429126848,84.1006344263087,2544.3333333333335
501,38.370976654844895,84.16834637300222,2536.3333333333335
502,42.36568282902467,84.35767945634532,2500.8333333333335
503,45.70241825190292,84.60844621307045,2504.0
504,46.355081639011196,85.82164757384352,2507.0
505,47.544417219004906,86.53776358037885,2381.1666666666665
506,43.72754578133646,84.93972365577616,2266.3333333333335
507,49.165622771599715,84.2054088350748,2317.1666666666665
508,45.17558847597831,85.15471304594867,2494.5
509,43.20402488120032,85.56659811877556,2579.3333333333335
510,44.862387741545575,85.75374511772213,2596.3333333333335
511,42.7143960373075,84.46449329855513,2564.6666666666665
512,38.67843377778403,82.6854298729889,2571.5
513,38.878516477505606,82.67245975273806,2538.6666666666665
514,38.54065281069034,82.6328802319951,2541.8333333333335
515,34.889558222097484,82.26976221153237,2556.5
516,34.83660463152979,82.23949153142279,2463.8333333333335
517,37.98708252030166,82.70160508544444,2301.0
518,38.77416998710217,82.56190224992423,2314.5
519,43.19016994092843,83.45456752589396,2433.1666666666665
520,41.3607517253479,83.77786840386852,2406.1666666666665
521,37.5584819848113,82.79896936535107,2388.6666666666665
522,36.29357919297004,82.33744844398164,2328.1666666666665
523,39.85659972089446,82.43229570035639,2296.3333333333335
524,42.84686528372057,83.01134883349145,2273.5
525,41.88084692973851,82.83342940552355,2292.1666666666665
526,43.49078656534639,83.35829418853541,2273.1666666666665
527,39.692344197055036,82.67144201247237,2292.1666666666665
528,37.376766481872124,82.33467486078443,2284.0
529,36.58416731776702,82.79986977633064,2093.3333333333335
530,37.45613769598786,82.94891753894335,2051.1666666666665
531,37.94075372790388,82.81946531753053,2220.6666666666665
532,38.35302986990469,83.18089446461106,2251.5
533,39.20204174614735,83.92673890023408,2223.5
534,40.097182524329064,84.20565450379941,2188.1666666666665
535,39.34460243868539,84.21301700369582,2294.0
536,38.61710175910137,84.7719208906369,2344.1666666666665
537,37.31983491957319,84.03967278337535,2322.1666666666665
538,36.70645201863601,83.0594994075192,2286.8333333333335
539,35.94563251484686,83.0216844620032,2239.6666666666665
540,39.70737783934235,83.02703168159233,2236.0
541,46.945244749216556,83.50080354781306,2225.0
