horizon,p50_coverage,p90_coverage,interval_width,mae
1,0.5055487053020962,0.9198520345252774,4.623365949767383,2.348684989544536
5,0.5160692212608158,0.8665018541409147,6.708948403509274,3.986189660743571
10,0.5003099814011159,0.8679479231246126,7.405422774199688,4.307909450799962
