machine_id,model_name,horizon,mae,rmse,mape,latency_ms
m_694,mlp_regressor,1,3.4959392626378136,4.538849155282866,0.06908421698148712,595.8723314106464
m_694,mlp_regressor,5,5.420356577719942,6.931524382888046,0.1044618842031154,468.47037598490715
m_694,mlp_regressor,10,5.907841981823717,7.585118880813484,0.11384238880413738,398.6929152160883
m_2967,mlp_regressor,1,3.778224827385958,5.061101919728479,0.09929722600760811,611.6207484155893
m_2967,mlp_regressor,5,5.714715058220161,7.581262611031978,0.1508344308202682,567.191956564784
m_2967,mlp_regressor,10,6.31012707947899,8.349120448029248,0.16862477258012104,476.27733647823334
m_2773,mlp_regressor,1,4.522624847138311,5.900290185198085,0.19162853541367775,588.6374153196812
m_2773,mlp_regressor,5,5.541567176850256,7.242277255756666,0.23939655031125964,399.1247918456793
m_2773,mlp_regressor,10,5.534879185383614,7.315636023578793,0.24744532218127469,436.6661235690117
m_2014,mlp_regressor,1,4.485975510871652,6.252795163925282,0.12128038170897976,524.574538692832
m_2014,mlp_regressor,5,7.41258821482327,10.041865268449483,0.18459981922121277,343.59849989414215
m_2014,mlp_regressor,10,8.426884190378955,11.841546810167657,0.20969569681616454,420.0853332877159
m_103,mlp_regressor,1,3.6859413806889236,4.953303196517675,0.12844642760949557,565.3483774513006
m_103,mlp_regressor,5,5.550326440625946,7.299612594035677,0.19631539247883317,482.1879602968693
m_103,mlp_regressor,10,5.860763237455116,7.753239392849927,0.20667826345559656,457.2167918086052
m_639,mlp_regressor,1,3.579507706816393,4.813646236471045,0.09192096074625518,524.7976239770651
m_639,mlp_regressor,5,5.346333892551986,7.051827561790671,0.1367322066570843,408.0148749053478
m_639,mlp_regressor,10,5.658787309880458,7.459764995364906,0.14355295584914746,508.3032473921776
m_3244,mlp_regressor,1,3.6221600309747664,4.927494428365941,0.07990727677692962,574.3537079542875
m_3244,mlp_regressor,5,6.193566611594658,8.170003105997202,0.1238027321417229,570.6238318234682
m_3244,mlp_regressor,10,7.029867216738469,9.36171772934307,0.13992391306345034,595.7879573106766
m_1508,mlp_regressor,1,3.5892836598175735,4.985557437621107,0.09612504431772718,636.674040928483
m_1508,mlp_regressor,5,5.8743738239702825,7.853050968389027,0.16110373747324375,536.7099996656179
m_1508,mlp_regressor,10,6.033874320219169,8.130594742381936,0.1641381252844343,425.42083375155926
m_2366,mlp_regressor,1,4.753258870128054,6.321412095160722,0.12337046820431327,605.6903768330812
m_2366,mlp_regressor,5,6.300397591119368,8.110264958063803,0.16337521995890958,376.9752513617277
m_2366,mlp_regressor,10,6.742702891991545,8.538024999544387,0.17807284102598608,389.8381646722555
m_1223,mlp_regressor,1,3.9526665876982867,5.151645352919771,0.13068118062633938,453.5940010100603
m_1223,mlp_regressor,5,5.392447882259466,7.116971668097192,0.1737432465991726,410.96500121057034
m_1223,mlp_regressor,10,6.002978117273964,7.866512892555472,0.19451080191971634,411.2498313188553
m_2165,mlp_regressor,1,3.8746153843668614,5.149242787128262,0.09509554541936283,582.5450401753187
