horizon,p50_coverage_mean,p90_coverage_mean,interval_width_mean
1,0.5097921662669864,0.8908872901678658,7.52853734291504
5,0.5234875801282052,0.852714342948718,9.374910609715029
10,0.5174804098854732,0.8468957203134418,9.824598020994658
